"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990839","response to endothelin","6/1869","11/18842",0.545454545454545,5.49890558879323,4.95272084585884,0.000281059728250159,0.00551262636672604,0.00424397175035356,"EDNRB/KLF2/KLF15/KLF11/KLF4/CRK",6
"GO:0034501","protein localization to kinetochore","7/1869","15/18842",0.466666666666667,4.70461922596754,4.76294936293181,0.00029303603598669,0.00564880841221589,0.00434881338399896,"KNTC1/KNL1/MTBP/SPDL1/CDK1/TTK/AURKB",7
"GO:0072574","hepatocyte proliferation","7/1869","15/18842",0.466666666666667,4.70461922596754,4.76294936293181,0.00029303603598669,0.00564880841221589,0.00434881338399896,"PTN/MDK/TNFAIP3/CEBPB/FGL1/IL6/CEACAM1",7
"GO:0090235","regulation of metaphase plate congression","7/1869","15/18842",0.466666666666667,4.70461922596754,4.76294936293181,0.00029303603598669,0.00564880841221589,0.00434881338399896,"CDCA8/SPAG5/CDK1/INCENP/BIRC5/AURKB/KAT2B",7
"GO:0035633","maintenance of blood-brain barrier","11/1869","34/18842",0.323529411764706,3.26160576590187,4.37988162539321,0.000293201540998506,0.00564880841221589,0.00434881338399896,"LSR/PECAM1/CLDN5/ESAM/CDH5/JAM3/JAM2/VEGFA/IL6/SH3GL2/GJA1",11
"GO:0051383","kinetochore organization","11/1869","34/18842",0.323529411764706,3.26160576590187,4.37988162539321,0.000293201540998506,0.00564880841221589,0.00434881338399896,"KNTC1/CENPF/CENPI/CENPA/OIP5/DLGAP5/CENPK/NUF2/HJURP/CENPH/CENPE",11
"GO:0071248","cellular response to metal ion","30/1869","156/18842",0.192307692307692,1.93871671399761,3.90675338753841,0.000297612212475544,0.00571352349957466,0.00439863519021279,"CCNB1/ABCB6/MT2A/MT1A/ASPH/HSP90B1/KCNK3/MT1E/SLC11A1/TFAP2A/TSPO/MAP1LC3A/STK39/MT1M/KCNJ10/TFR2/RASAL1/CPNE4/FBP1/PRKAA2/MCOLN1/ITPKB/PRKN/ECT2/NEK7/EDN1/ADCY8/CPNE7/ENDOG/BMP6",30
"GO:0030261","chromosome condensation","13/1869","45/18842",0.288888888888889,2.91238333036086,4.26200794996426,0.000301169124741049,0.00576145019266944,0.00443553221860743,"CCNB1/TOP2A/NCAPG2/ERN2/GPER1/NUSAP1/H1-10/CDK1/CTPS1/NCAPG/NCAPH/PLK1/HMGA2",13
"GO:0008037","cell recognition","26/1869","128/18842",0.203125,2.04776952915998,3.94697846103316,0.000302696621655566,0.00577035349282347,0.00444238654752888,"NEDD9/ROBO4/CRTAM/SFTPA1/PECAM1/EPHB2/IGSF9/CNTN4/IZUMO1/SPACA4/CLEC4M/VCAN/TNFRSF21/CCL19/EPHA5/CFP/EFNA5/SEMA5A/DSCAML1/PRF1/CNTN6/MASP1/PCDH12/C4BPB/FCN3/ST6GALNAC6",26
"GO:0031960","response to corticosteroid","28/1869","142/18842",0.197183098591549,1.98786727857783,3.92102209165871,0.000304047540280236,0.0057758401620368,0.00444661053580522,"FOXO3/SLIT2/SRD5A1/IL10/GPER1/KLF9/DUSP1/MDK/UGT1A6/ZFP36/TBX21/TBX2/STC1/S100B/AIFM1/STK39/ZFP36L2/FOS/FAM107A/PCNA/PRKN/CDO1/IL6/EDN1/FOSB/CAD/GHR/BMP6",28
"GO:0071216","cellular response to biotic stimulus","42/1869","245/18842",0.171428571428571,1.72822747076359,3.80720247581471,0.000305311854147126,0.00577964914139838,0.00444954293131561,"EDNRB/MMP3/NR1I2/WFS1/CD274/IL36RN/CXCL5/SASH1/OPRK1/IL10/TLR10/CD55/EPHB2/KMO/IL36G/CAMP/ZFP36/CXCL13/NOTCH1/RARA/EME1/TNFAIP3/TSPO/PF4/ARID5A/LCN2/CD36/DAB2IP/CEBPB/ANKRD1/CCL2/TXNIP/PLSCR4/PRKCE/IL37/IL6/CD68/IL18RAP/SPI1/PPBP/BMP6/IL18R1",42
"GO:0045687","positive regulation of glial cell differentiation","10/1869","29/18842",0.344827586206897,3.47631962509917,4.42847289188,0.000307158914666212,0.00579442494229698,0.00446091828626095,"PTN/PTPRZ1/QKI/ID2/MDK/ZNF365/NOTCH1/BMP2/EGR2/TENM4",10
"GO:0032231","regulation of actin filament bundle assembly","22/1869","101/18842",0.217821782178218,2.19593259486462,3.99897168475087,0.000309887804029412,0.00582567626052524,0.00448497754638469,"S1PR1/MYOC/SFRP1/DLC1/CCN2/ARHGEF15/PAK1/LIMCH1/PTGER4/SORBS3/RHPN1/SHANK3/PRKN/ARHGAP6/APOA1/SYNPO/TAC1/RHPN2/RGCC/FERMT2/CGNL1/PHLDB2",22
"GO:0042391","regulation of membrane potential","64/1869","419/18842",0.152744630071599,1.5398685499246,3.70844791422939,0.000316258905180158,0.00592494700635793,0.00456140250482073,"TMEM108/GNA11/CDKN2A/SCN7A/KCNA10/CHRNG/MYOC/PYCR1/NOS1/RIMS4/KCNC4/GPER1/HTR3C/KCNK3/STX1A/CHRNB1/KCNH3/GRIN2B/DSP/KCNMB3/GLRA3/FHL1/SLC24A4/RNF122/TSPO/SLC4A11/SLC8A3/KCNH8/CAV1/ADRB2/SLC4A3/CAV3/CHRNB4/KCNN4/CD36/POPDC3/CHRNA5/KCNA6/CHRM1/SHANK3/GRIA1/RNF207/KCNK5/P2RX6/DCN/TBX5/PRKN/ATP1B1/ACTN2/SLC6A4/SCN4B/KCNE1/FXYD1/KCNH6/EDN1/ATP1B3/TAC1/PID1/HTR3A/GRIK4/KCNA4/GJA1/GRID1/CHRNA2",64
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","17/1869","69/18842",0.246376811594203,2.48380518141143,4.09743344911578,0.000319389197125003,0.00595486130367345,0.00458443244087898,"EXO1/SAMHD1/TONSL/HLTF/BLM/BRCA2/TRAIP/ZNF365/TIMELESS/EME1/DDX11/FAM111B/RAD51/SLFN11/PCNA/POLQ/GEN1",17
"GO:0045685","regulation of glial cell differentiation","14/1869","51/18842",0.274509803921569,2.76742307409855,4.19399571239926,0.000321276831418224,0.00595486130367345,0.00458443244087898,"PTN/PTPRZ1/QKI/LDLR/ID2/MDK/ZNF365/NOTCH1/TNFRSF21/CDK1/BMP2/IL6/EGR2/TENM4",14
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","14/1869","51/18842",0.274509803921569,2.76742307409855,4.19399571239926,0.000321276831418224,0.00595486130367345,0.00458443244087898,"IL10/ADAMTS1/MIR27A/FGF2/PAK1/JUN/MIR27B/PDGFB/TERT/EDN1/P2RY6/NR4A3/RGCC/GJA1",14
"GO:0034599","cellular response to oxidative stress","41/1869","238/18842",0.172268907563025,1.73669917405164,3.79535859951636,0.000322239871761457,0.00595486130367345,0.00458443244087898,"MMP3/MGAT3/SOD3/KLF2/PYCR1/FYN/FOXO3/ADCYAP1R1/RHOB/GPX2/FOXO1/ALDH3B1/CYGB/TNFAIP3/MAP1LC3A/KLF4/SLC4A11/AIFM1/LCN2/CD36/NET1/FBLN5/MSRA/DHFR/NQO1/PRKAA2/FOS/PPARGC1A/PENK/CDK1/PCNA/PRKN/ECT2/MB/IL6/EDN1/ENDOG/IL18RAP/CAT/GPX3/KAT2B",41
"GO:1904645","response to amyloid-beta","15/1869","57/18842",0.263157894736842,2.65298076652305,4.14740978825545,0.000329376151074911,0.00606610382640676,0.00467007403755382,"MMP3/MMP12/FYN/AGER/FPR2/FOXO3/MMP13/EPHB2/RAMP3/LCN2/ADRB2/CD36/TYROBP/GJA1/ICAM1",15
"GO:0033044","regulation of chromosome organization","42/1869","246/18842",0.170731707317073,1.72120215584178,3.77826243977278,0.00033359944792201,0.00612312770459554,0.00471397465987597,"CCNB1/KNTC1/SKA3/CDCA8/CDC6/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/DLGAP5/CCT6A/TRIP13/ESPL1/NUF2/UBE2C/RMI2/MAD2L1/KLF4/DDX11/NEK2/SPDL1/CDK1/CTPS1/NCAPG/BUB1/TTK/FEN1/PIF1/INCENP/GEN1/NEK7/NDC80/BIRC5/AURKB/NCAPH/CENPE/PLK1/KAT2B/TAL1/BUB1B",42
"GO:0010038","response to metal ion","50/1869","308/18842",0.162337662337662,1.6365790442837,3.73783767080307,0.000335307720717301,0.00613376042645487,0.00472216040804725,"CCNB1/ABCB6/MT2A/DNMT3A/MT1A/ASPH/HSP90B1/DUSP1/KCNK3/MT1E/KCNMB3/NDRG1/SLC11A1/TFAP2A/TSPO/MAP1LC3A/LCN2/CAV1/STK39/TESMIN/MT1M/KCNJ10/TFR2/RASAL1/JUND/TERT/CPNE4/FBP1/PRKAA2/MCOLN1/GRIA1/FGA/ITPKB/PENK/CDK1/TXNIP/PCNA/OTC/PRKN/S100A8/ECT2/NEK7/EDN1/ADCY8/CPNE7/ENDOG/CAT/TRPC3/TNNC1/BMP6",50
"GO:0051384","response to glucocorticoid","25/1869","122/18842",0.204918032786885,2.06584567884992,3.91921096790158,0.000340492784573466,0.00620770905566323,0.00477909078432523,"FOXO3/SLIT2/SRD5A1/IL10/KLF9/DUSP1/MDK/UGT1A6/ZFP36/TBX21/TBX2/STC1/S100B/ZFP36L2/FOS/FAM107A/PCNA/PRKN/CDO1/IL6/EDN1/FOSB/CAD/GHR/BMP6",25
"GO:0007596","blood coagulation","38/1869","216/18842",0.175925925925926,1.77356677169411,3.79439205800623,0.000342082513569351,0.00621583376662971,0.00478534570557831,"MYL9/HNF4A/PROC/EPHB2/PEAR1/SCUBE1/PRRG3/F2RL2/F10/ANGPTL1/SERPING1/THBD/ANGPTL4/ADRA2C/DGKK/PF4/CAV1/ADTRP/PDGFB/CD36/FAP/CYP4F11/FGA/F2RL3/SLC6A4/COL3A1/FGL1/IL6/EDN1/PRKG1/TUBB1/HBB/CEACAM1/ANGPT4/C4BPB/CPB2/SVEP1/ANGPTL7",38
"GO:0030178","negative regulation of Wnt signaling pathway","31/1869","165/18842",0.187878787878788,1.89406748058433,3.82768360004998,0.000364775698028843,0.00660608789130235,0.00508578824791467,"SOX13/TAX1BP3/LATS2/SFRP1/DKK3/FERMT1/AMER2/WIF1/SFRP4/TMEM88/MDK/TLE5/ALPK2/SOX10/SOSTDC1/RBMS3/CAV1/DAB2IP/NKD1/GREM1/MIR29C/EGR1/RNF43/PRKN/NFATC1/BMP2/SOX17/TLE4/APCDD1/HIC1/MDFI",31
"GO:0050886","endocrine process","20/1869","89/18842",0.224719101123595,2.26546672197474,3.97088834306498,0.000371305864113088,0.00670200916852627,0.00515963457155695,"EDNRB/AGTR1/MME/ECRG4/OPRK1/TACR2/PDE1C/TSPO/ACE/TBX3/RAB11FIP1/AVPR2/SPP1/EDN3/RETN/EDN1/HCAR2/TAC1/GJA1/BMP6",20
"GO:0071695","anatomical structure maturation","33/1869","180/18842",0.183333333333333,1.84824326734439,3.79450300528538,0.000381884533754412,0.00687012805260835,0.00528906322267176,"EDNRB/S1PR1/RXRA/CCNB1/SLC26A6/ZBTB7A/MYOC/NDRG4/TDRKH/ADAMTS12/TUBB8/RECK/ROPN1L/FERMT1/PABPC1L/SLC24A4/BCL11A/ACVRL1/CCL19/CDH3/CABYR/KIF14/LYL1/GREM1/VEGFA/TRIM58/PLEK2/CATSPERT/C1QA/BMP2/EDN1/ZBTB16/SRRM4",33
"GO:0035148","tube formation","17/1869","70/18842",0.242857142857143,2.44832225024841,4.0284341580726,0.00038338906763349,0.00687443169786387,0.00529237644357101,"EGF/DLC1/FGF2/STIL/MMRN2/GDNF/NOTCH1/MTHFD1L/DAB2IP/GRHL3/GREM1/VEGFA/SIX1/SIX4/ATOH8/GATA3/IRX1",17
"GO:0072006","nephron development","25/1869","123/18842",0.203252032520325,2.04905018552593,3.87333284292224,0.000387793534049903,0.00693053378451686,0.00533556741191384,"MAGED1/PECAM1/NPNT/LGR4/FGF2/GPC3/TCF21/GDNF/NOTCH1/KLF15/PDGFB/NUP107/GREM1/VEGFA/SIX1/KIF26B/EGR1/SIX4/GATA3/BMP2/EDN1/TEK/CD34/IRX1/SULF1",25
"GO:0006898","receptor-mediated endocytosis","45/1869","271/18842",0.166051660516605,1.67402107407912,3.70866662314699,0.000393265083329178,0.0070052760581227,0.00539310878632206,"TMEM108/EGF/RSPO1/ADM/FPR2/RAB15/LDLR/CAV2/SDC1/HMMR/SFRP4/MSR1/ARC/RIN3/CXCR1/RAMP3/CLEC4M/MARCO/ARHGEF37/ARRB1/CCL19/CAV1/ADRB2/MIR27B/CAV3/CD36/CXCR2/TFR2/SELE/GREM1/VEGFA/GRIA1/ENTREP1/WNT3A/TAMALIN/RAMP2/SH3GL3/MRC1/STON1/CEACAM1/CXCL16/IQSEC3/CALCRL/LYVE1/GHR",45
"GO:0009792","embryo development ending in birth or egg hatching","42/1869","248/18842",0.169354838709677,1.70732149329467,3.72077665888549,0.000397305876312992,0.00703532755409928,0.00541624434666954,"MESP2/HORMAD1/GCM1/DLC1/FGF2/STIL/FUT8/TGFBR2/DSP/HOXA4/PTPRR/TFAP2A/MTHFD1L/FOXC2/FOXF1/TBX2/PDGFB/NKD1/PLK4/GRHL3/RBP4/E2F8/PRICKLE2/VEGFA/SIX1/UPB1/HEY1/SIX4/COL1A1/ZNF358/COL3A1/GATA3/HOXC11/DSCAML1/BMP2/EDN1/E2F7/SCEL/WNT9A/RAI2/EMP2/SULF1",42
"GO:0060993","kidney morphogenesis","16/1869","64/18842",0.25,2.5203317281969,4.0427882844671,0.0003975419766443,0.00703532755409928,0.00541624434666954,"MAGED1/NPNT/LGR4/FGF2/GPC3/TCF21/GDNF/GREM1/VEGFA/SIX1/KIF26B/SOX4/SIX4/GATA3/BMP2/IRX1",16
"GO:0048041","focal adhesion assembly","19/1869","83/18842",0.228915662650602,2.30777363063812,3.962270313051,0.000402178313546873,0.0070942687581174,0.00546162104883361,"MYOC/SFRP1/DLC1/MACF1/LIMCH1/PEAK1/ACVRL1/GREM1/VEGFA/FAM107A/THSD1/EFNA5/CORO2B/ARHGAP6/ACTN2/TEK/FERMT2/SORBS1/PHLDB2",19
"GO:0072009","nephron epithelium development","20/1869","90/18842",0.222222222222222,2.24029486950835,3.91380987473691,0.000433583080578918,0.00762348503814001,0.0058690455308917,"MAGED1/PECAM1/NPNT/LGR4/FGF2/GPC3/TCF21/GDNF/NOTCH1/KLF15/GREM1/VEGFA/SIX1/KIF26B/SIX4/GATA3/BMP2/EDN1/CD34/IRX1",20
"GO:0034614","cellular response to reactive oxygen species","27/1869","138/18842",0.195652173913043,1.97243352641496,3.80460469651623,0.000439218740983733,0.00769766264440201,0.00592615218832543,"MMP3/SOD3/KLF2/FYN/FOXO3/RHOB/CYGB/TNFAIP3/MAP1LC3A/KLF4/AIFM1/LCN2/CD36/NET1/FBLN5/DHFR/NQO1/FOS/CDK1/PCNA/ECT2/MB/IL6/EDN1/ENDOG/IL18RAP/CAT",27
"GO:0021543","pallium development","25/1869","124/18842",0.201612903225806,2.03252558725556,3.82788836578167,0.000440771963103528,0.00770004525897579,0.00592798647715083,"TMEM108/TACC1/NTRK2/NCAPG2/WDR62/SLIT2/KDM6B/SRD5A1/PAX6/LRP8/ATIC/FEZ1/MDK/RARA/SUN2/DAB2IP/KIF14/EPHA5/PHACTR1/DIXDC1/FOS/GRIA1/EZH2/COL3A1/KIF26A",25
"GO:0006816","calcium ion transport","63/1869","416/18842",0.151442307692308,1.52673941227312,3.60499167875739,0.000442523922685242,0.00770587330752859,0.00593247328103928,"EDNRB/EGF/RGS9/WFS1/CHRNG/GPM6A/FYN/PKD2L2/NOS1/PLCL1/CEMIP/PLPP4/GPR35/TMC1/ANO9/ASPH/GPER1/TRPV2/HTR3C/ADCYAP1R1/CNGA1/FGF2/TSPAN18/NALF2/CHRNB1/RAMP3/ASIC1/GRIN2B/SLC24A4/TSPO/STC1/CACNA1S/SLC8A3/CCL19/CAV1/CAV3/CHRNB4/KCNN4/PDGFB/CHRNA5/ERO1A/TMC2/MCOLN1/P2RX6/WNT3A/CCL2/RAMP2/JPH4/ATP1B1/F2RL3/EDN1/P2RY6/CD19/MS4A1/PLA2G1B/TRPC3/CYP27B1/CALCRL/IL13/HTR3A/SLC24A2/GAS6/CHRNA2",63
"GO:0048660","regulation of smooth muscle cell proliferation","30/1869","160/18842",0.1875,1.89024879614767,3.75264102750146,0.000466040292645358,0.00808944699662054,0.00622777279752944,"S1PR1/CDKN1A/NDRG4/NPR1/ID2/IL10/ADAMTS1/GPER1/MIR27A/FGF2/PAK1/JUN/TNFAIP3/KLF4/MIR27B/PDGFB/TERT/PPARGC1A/CDH13/HBEGF/BMP2/IL6/EDN1/P2RY6/PRKG1/NR4A3/RGCC/IL13/PTGIR/GJA1",30
"GO:0035809","regulation of urine volume","7/1869","16/18842",0.4375,4.41058052434457,4.52883597539587,0.000476446746785801,0.00819806446923493,0.00631139346301707,"EDNRB/NPR1/ADM/ADM2/NPR3/AVPR2/HYAL2",7
"GO:1903083","protein localization to condensed chromosome","7/1869","16/18842",0.4375,4.41058052434457,4.52883597539587,0.000476446746785801,0.00819806446923493,0.00631139346301707,"KNTC1/KNL1/MTBP/SPDL1/CDK1/TTK/AURKB",7
"GO:0000281","mitotic cytokinesis","22/1869","104/18842",0.211538461538462,2.13258838539737,3.8433016809964,0.000476824658987344,0.00819806446923493,0.00631139346301707,"MYH10/CDCA8/CENPA/RHOB/CKAP2/CIT/ZNF365/KIF20A/IQGAP3/NUSAP1/ESPL1/SPTBN1/KIF4A/ECT2/KIF23/INCENP/ANLN/BIRC5/AURKB/CEP55/KIF20B/PLK1",22
"GO:0030858","positive regulation of epithelial cell differentiation","16/1869","65/18842",0.246153846153846,2.48155739391694,3.97044674513283,0.000479462852872825,0.00821741854781722,0.00632629346843974,"ALOX15B/SFRP4/FGF2/GDNF/NOTCH1/ACVRL1/NME2/ETV4/ATOH8/TMEM100/BMP2/ZBED2/CYP27B1/IL13/PKP1/BMP6",16
"GO:0000082","G1/S transition of mitotic cell cycle","40/1869","235/18842",0.170212765957447,1.71597053834682,3.66495143393082,0.000485812877198726,0.00830006717553673,0.00638992165905397,"CCNB1/CDKN2A/CCNE2/CCNA2/CDKN1A/CDC6/LATS2/ID2/ADAMTS1/MTBP/STIL/PLK3/CCNE1/CDC25A/CDKN3/FHL1/FGF10/KANK2/KLF11/RDX/KLF4/CDKN2D/KIF14/CCNI2/TERT/CCNJL/RCC1/E2F1/MIR30C2/MIR29C/FAM107A/CCL2/RRM2/SLFN11/CDK1/CCNB2/CCNF/E2F7/CDKN2B/RGCC",40
"GO:0050817","coagulation","38/1869","220/18842",0.172727272727273,1.74132010311786,3.67012855397936,0.000495698369392505,0.00844241141350934,0.00649950734191971,"MYL9/HNF4A/PROC/EPHB2/PEAR1/SCUBE1/PRRG3/F2RL2/F10/ANGPTL1/SERPING1/THBD/ANGPTL4/ADRA2C/DGKK/PF4/CAV1/ADTRP/PDGFB/CD36/FAP/CYP4F11/FGA/F2RL3/SLC6A4/COL3A1/FGL1/IL6/EDN1/PRKG1/TUBB1/HBB/CEACAM1/ANGPT4/C4BPB/CPB2/SVEP1/ANGPTL7",38
"GO:0061982","meiosis I cell cycle process","25/1869","125/18842",0.2,2.01626538255752,3.78286931757693,0.000499993457637939,0.00846736544086678,0.00651871854545815,"SYCP2/MND1/C14orf39/FANCD2/TOP2A/RAD54B/P3H4/RAD54L/KNL1/CDC20/HORMAD1/ZWINT/BRCA2/SGO1/CDC25A/TRIP13/PTTG1/PKMYT1/EME1/SGO2/RAD51/BRIP1/NDC80/CDC25C/RAD51AP1",25
"GO:0043549","regulation of kinase activity","41/1869","243/18842",0.168724279835391,1.70096462314523,3.64948648464511,0.000500280564424487,0.00846736544086678,0.00651871854545815,"NEDD9/CDKN2A/FIRRM/CCNE2/CDKN1A/CDC6/LATS2/SASH1/PTPN1/CEMIP/BLM/CEP85/GPRC5A/FGF2/S100A12/CDC25A/CDKN3/PKMYT1/BCCIP/SERTAD1/LDB2/FGR/PDGFB/CASS4/ADARB1/KIF14/TPX2/PIK3R5/EZH2/PRKN/DOK7/ECT2/TRAF4/EEF1A2/NEK7/ADCY8/CEACAM1/HMGA2/CDC25C/GAS6/EMP2",41
"GO:0007044","cell-substrate junction assembly","20/1869","91/18842",0.21978021978022,2.2156762445687,3.85748041160961,0.000504742033834591,0.00851634617957558,0.00655642704546575,"MYOC/SFRP1/DLC1/COL17A1/MACF1/LIMCH1/PEAK1/ACVRL1/GREM1/VEGFA/FAM107A/THSD1/EFNA5/CORO2B/ARHGAP6/ACTN2/TEK/FERMT2/SORBS1/PHLDB2",20
"GO:0043065","positive regulation of apoptotic process","71/1869","484/18842",0.146694214876033,1.47887233638,3.54166163711682,0.000507404099866096,0.00853475688722135,0.00657060078370861,"CDKN2A/GADD45B/ECSCR/ID3/CD274/TOP2A/LATS2/SFRP1/NOS1/FOXO3/SLIT2/PTPN1/RPS6KA2/DLC1/MCL1/ADAMTSL4/IL10/DAPK2/GPER1/MIR27A/ZC3H8/DUSP1/RHOB/SFRP4/ATF3/TLE5/PLEKHN1/BMF/FOXO1/TNFSF12/NOTCH1/TFAP2A/RNF122/TSPO/KLF11/S100B/AIFM1/LCN2/CAV1/ADRB2/MIR27B/BCL2L14/NET1/DAB2IP/FAP/ADRB1/BCL6/E2F1/ANKRD1/MIR29C/CCL2/AKAP12/SOX4/TXNIP/PRKN/S100A8/TNFSF11/NLRC4/ECT2/SPDEF/HSPD1/BMP2/IL6/HCAR2/HYAL2/CSRNP3/PLA2G1B/RGCC/MELK/BCL2A1/NUPR1",71
"GO:0000727","double-strand break repair via break-induced replication","6/1869","12/18842",0.5,5.04066345639379,4.64617392104302,0.000514929576583667,0.00860803812178173,0.00662701735697439,"MCM2/MCM6/GINS4/GINS2/CDC45/MCM4",6
"GO:0044849","estrous cycle","6/1869","12/18842",0.5,5.04066345639379,4.64617392104302,0.000514929576583667,0.00860803812178173,0.00662701735697439,"SLC26A6/PTN/OPRK1/MDK/EGR1/PCNA",6
"GO:0060537","muscle tissue development","48/1869","298/18842",0.161073825503356,1.62383789199263,3.60209774036512,0.000521627898039935,0.00869326493880664,0.00669263040232959,"S1PR1/RGS2/CCNB1/NDRG4/KDM6B/RCAN1/STRA6/ID2/MYLK2/CAV2/FGF2/NRAP/TGFBR3/ALPK2/TCF21/PAK1/ITGA8/DSP/NOTCH1/TBX2/KAT2A/S100B/CAV1/CAV3/POPDC3/SGCD/RBP4/TBX3/SGCG/GREM1/ANKRD1/VEGFA/SIX1/HEY1/WNT3A/SIX4/TBX5/GATA6/CDK1/ACTN2/COL3A1/BMP2/EDN1/EGR2/CFL2/TNNC1/GJA1/UQCC2",48
"GO:0043434","response to peptide hormone","64/1869","427/18842",0.149882903981265,1.51101855367308,3.54439458377123,0.000530013807561782,0.0087544222763398,0.00673971322557048,"EDNRB/SLC26A6/CCNA2/KLF2/GAB1/FYN/CDC6/AGTR1/NR4A2/OPRK1/PTPN1/ADCY9/KL/SRD5A1/IL10/PDK4/GPER1/CAV2/HNF4A/INSIG1/TGFBR3/PAK1/FOXO1/ZBED3/SLC24A4/KLF15/CA2/HRAS/FOXC2/KLF11/KLF4/CAV1/MIR27B/SORT1/ACE/FOXO4/JUND/FBP1/FOS/NR4A1/GRIA1/EGR1/COL1A1/CRK/OTC/FABP3/ACTN2/CDO1/COL3A1/RETN/VWA2/EDN1/ADCY8/NR4A3/TNS2/CEACAM1/PID1/SIK2/CAT/PLA2G1B/CAD/KAT2B/GHR/SORBS1",64
"GO:0048732","gland development","40/1869","236/18842",0.169491525423729,1.70869947674366,3.63553998173201,0.000530131590082053,0.0087544222763398,0.00673971322557048,"WNT2/ALOX15B/LSR/SRD5A1/STRA6/DKK3/ID2/IL10/PITX2/BRCA2/MDK/TGFBR3/TCF21/UGT1A6/RARA/FGF10/TSPO/CAV1/CEBPB/E2F8/TBX3/AURKA/VEGFA/SIX1/UPB1/CITED2/GATA6/PCNA/OTC/CDO1/GATA3/BMP2/IL6/EDN1/TUBB1/E2F7/CAD/PSAPL1/HNF1A/SULF1",40
"GO:0060047","heart contraction","40/1869","236/18842",0.169491525423729,1.70869947674366,3.63553998173201,0.000530131590082053,0.0087544222763398,0.00673971322557048,"EDNRB/RGS2/SCN7A/TNNI2/GLRX3/ADM/NOS1/ADRA1B/PTPN1/MYLK2/ASPH/ADM2/DSP/NMU/TBX2/STC1/SLC8A3/CAV1/ADRB2/SLC4A3/CAV3/ACE/SGCD/ADRB1/SGCG/RNF207/TBX5/GATA6/JPH4/ATP1B1/SCN4B/EDN3/KCNE1/FXYD1/KCNH6/EDN1/TAC1/TNNC1/CELF2/GJA1",40
"GO:0015850","organic hydroxy compound transport","45/1869","275/18842",0.163636363636364,1.64967167663797,3.6013616168172,0.000543922130157069,0.00895493616104047,0.00689408161653558,"RXRA/EGF/SLC26A6/SLC10A6/AGTR1/ECRG4/NOS1/OPRK1/LDLR/STRA6/SLC19A3/MIR27A/CES1/ABCA8/AQP9/MSR1/SLC5A7/STX1A/PON1/GDNF/SLC51B/ABCB4/ADRA2C/TSPO/ABCA4/NFKBIA/CAV1/MIR27B/CD36/SLC19A2/ABCA12/RBP4/AQP10/FGF20/SYT4/SLC5A12/PRKN/SLC6A4/APOA1/SPP1/ABCG1/TAC1/CEACAM1/ABCC3/BMP6",45
"GO:0060560","developmental growth involved in morphogenesis","31/1869","169/18842",0.183431952662722,1.84923748104388,3.67995727992457,0.000559401761592598,0.00918196305357277,0.0070688614137468,"TMEM108/S1PR1/SEMA3G/SLIT2/SEMA3A/NRN1/TRPV2/BDNF/MACF1/PAK1/NOTCH1/CDKL5/FGF10/BCL11A/S100B/NKD1/RASAL1/VEGFA/SIX1/KIF26B/SYT4/EFNA5/SEMA5A/SIX4/PRKN/CLSTN3/SPP1/EDN3/EDN1/PRKG1/SH3GL2",31
"GO:0048771","tissue remodeling","26/1869","133/18842",0.195488721804511,1.97078571227427,3.72821739763797,0.000562771985598648,0.00920945842698028,0.00709002910773587,"S1PR1/EFNA2/PTN/P3H4/SFRP1/PDK4/LGR4/MDK/CST3/EPAS1/DCSTAMP/NPR3/TNFAIP3/ACVRL1/RUFY4/LEPR/CAV1/MIR27B/ACP5/ACE/GREM1/TNFSF11/SPP1/IL6/CEACAM1/GJA1",26
"GO:0090232","positive regulation of spindle checkpoint","8/1869","21/18842",0.380952380952381,3.84050549058575,4.32176604435116,0.000574787119975406,0.00937783310158072,0.00721965468272356,"CDCA8/KNL1/MAD2L1/INCENP/GEN1/NDC80/BIRC5/AURKB",8
"GO:0003206","cardiac chamber morphogenesis","20/1869","92/18842",0.217391304347826,2.19159280712774,3.80188057371546,0.000585810528804778,0.00950062269551151,0.00731418595207008,"SMAD6/SLIT2/ID2/ADGRG6/TGFBR3/TGFBR2/DSP/NOTCH1/FOXF1/TBX2/RBP4/HEY1/CITED2/SOX4/TBX5/GATA6/GATA3/BMP2/TEK/TNNC1",20
"GO:0048661","positive regulation of smooth muscle cell proliferation","20/1869","92/18842",0.217391304347826,2.19159280712774,3.80188057371546,0.000585810528804778,0.00950062269551151,0.00731418595207008,"S1PR1/ID2/IL10/ADAMTS1/MIR27A/FGF2/PAK1/JUN/MIR27B/PDGFB/TERT/CDH13/HBEGF/IL6/EDN1/P2RY6/NR4A3/RGCC/IL13/GJA1",20
