"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007088","regulation of mitotic nuclear division","44/1869","120/18842",0.366666666666667,3.69648653468878,9.83309145293334,3.01756645314154e-15,1.6394438539918e-11,1.26214855492994e-11,"CCNB1/EGF/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/CAV2/DUSP1/SPC24/DLGAP5/BORA/TRIP13/PKMYT1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/PDGFB/MKI67/NEK2/FBXO43/RCC1/SPDL1/AURKA/CDCA2/BUB1/TTK/EDN3/CHEK1/INCENP/GEN1/EDN1/NDC80/BIRC5/AURKB/KIF20B/PLK1/TOM1L2/BUB1B/CDC25C",44
"GO:0140014","mitotic nuclear division","73/1869","281/18842",0.259786476868327,2.61899240083094,9.07349501014264,6.93344867341182e-15,1.88347133213232e-11,1.45001648840526e-11,"CCNB1/EGF/KNTC1/SKA3/CDCA8/CENPF/CENPI/SPAG5/NCAPG2/KNL1/CDC20/CENPA/ZWINT/KIF18A/CEP85/CAV2/DUSP1/SPC24/DLGAP5/CDT1/BORA/TRIP13/CENPK/PKMYT1/BCCIP/UHRF1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/PDGFB/MKI67/KIF14/NEK2/FBXO43/TPX2/RCC1/SPDL1/AURKA/CDCA2/CDK1/KIF4A/NCAPG/BUB1/TTK/KIF2C/EDN3/LSM14A/CHEK1/KIF23/INCENP/GEN1/EDN1/KIF18B/NDC80/ANLN/KIF15/BIRC5/AURKB/NCAPH/PRC1/RGCC/CENPE/TUBG1/CDC14A/KIF20B/PLK1/TOM1L2/KAT2B/BUB1B/CDC25C/KIF11",73
"GO:0000280","nuclear division","95/1869","422/18842",0.225118483412322,2.26949302539057,8.75223664315189,1.16718785504946e-14,2.11377720549457e-11,1.62732065441758e-11,"CCNB1/SYCP2/EGF/KNTC1/MND1/C14orf39/FANCD2/SKA3/CDCA8/TDRKH/DCAF13/TOP2A/RAD54B/CENPF/P3H4/CENPI/SPAG5/TUBB8/NCAPG2/RAD54L/KNL1/CDC20/HORMAD1/CENPA/ZWINT/KIF18A/CEP85/BRCA2/CAV2/DUSP1/SPC24/DLGAP5/SGO1/CDT1/BORA/TRIP13/CENPK/PTTG1/PKMYT1/BCCIP/UHRF1/EME1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/FIGNL1/TESMIN/PDGFB/MKI67/SGO2/KIF14/NEK2/FBXO43/TPX2/RCC1/SPDL1/AURKA/CDCA2/RAD51/CDK1/KIF4A/NCAPG/BUB1/TTK/KIF2C/EDN3/LSM14A/CHEK1/BRIP1/KIF23/INCENP/GEN1/EDN1/KIF18B/NDC80/ANLN/KIF15/BIRC5/AURKB/NCAPH/PRC1/RGCC/CENPE/TUBG1/CDC14A/KIF20B/PLK1/TOM1L2/KAT2B/BUB1B/CDC25C/RAD51AP1/KIF11",95
"GO:0051783","regulation of nuclear division","46/1869","135/18842",0.340740740740741,3.43511879991281,9.42241622003731,1.72393705159461e-14,2.34153750032838e-11,1.80266507154719e-11,"CCNB1/EGF/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/HORMAD1/ZWINT/CAV2/DUSP1/SPC24/DLGAP5/BORA/TRIP13/PKMYT1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/PDGFB/MKI67/NEK2/FBXO43/RCC1/SPDL1/AURKA/CDCA2/BUB1/TTK/EDN3/CHEK1/INCENP/GEN1/EDN1/NDC80/BIRC5/AURKB/KIF20B/PLK1/TOM1L2/BUB1B/CDC25C/RAD51AP1",46
"GO:0045786","negative regulation of cell cycle","85/1869","382/18842",0.222513089005236,2.24322719263598,8.14598589378876,5.87577269944575e-13,5.93631179877441e-10,4.57015184764854e-10,"CCNB1/CDKN2A/KNTC1/GMNN/CDKN1A/FANCD2/SKA3/CDCA8/CDC6/CENPF/LATS2/WDR76/TICRR/KNL1/ALOX15B/RPS6KA2/CDC20/HORMAD1/ZWINT/RFC4/BLM/IL10/GPER1/ORC1/BRCA2/DUSP1/RHOB/SPC24/PLK3/CDT1/TRIP13/TIMELESS/DSP/PKMYT1/FHL1/EME1/ESPL1/KANK2/NUF2/DTL/MAD2L1/KAT2A/KLF4/CDKN2D/DAB2IP/ZFP36L2/FOXO4/NEK2/E2F8/FBXO43/BCL6/E2F1/SPDL1/NR4A1/MIR30C2/MIR29C/FAM107A/CCL2/RAD51/SLFN11/CDK1/BUB1/GAS1/TTK/CHEK1/BRIP1/INCENP/GATA3/GEN1/BMP2/CCNF/NDC80/E2F7/BIRC5/AURKB/CDKN2B/RGCC/CDC45/NUPR1/PLK1/TOM1L2/KAT2B/CLSPN/TENT5B/BUB1B",85
"GO:0048285","organelle fission","98/1869","470/18842",0.208510638297872,2.10206390947486,8.02887711180136,6.55583854088836e-13,5.93631179877441e-10,4.57015184764854e-10,"CCNB1/SYCP2/EGF/KNTC1/MND1/C14orf39/FANCD2/SKA3/CDCA8/TDRKH/DCAF13/TOP2A/RAD54B/CENPF/P3H4/CENPI/SPAG5/TUBB8/NCAPG2/RAD54L/KNL1/CDC20/HORMAD1/CENPA/ZWINT/KIF18A/CEP85/BRCA2/CAV2/DUSP1/SPC24/DLGAP5/SGO1/CDT1/BORA/TRIP13/CENPK/PTTG1/PKMYT1/BCCIP/UHRF1/EME1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/FIGNL1/TESMIN/PDGFB/MKI67/SGO2/KIF14/NEK2/FBXO43/TPX2/RCC1/SPDL1/AURKA/DCN/CDCA2/RAD51/MTFR1/CDK1/KIF4A/PRKN/NCAPG/BUB1/TTK/KIF2C/EDN3/LSM14A/CHEK1/BRIP1/KIF23/INCENP/GEN1/EDN1/KIF18B/NDC80/ANLN/KIF15/BIRC5/AURKB/NCAPH/PRC1/RGCC/CENPE/TUBG1/CDC14A/KIF20B/PLK1/TOM1L2/KAT2B/BUB1B/CDC25C/RAD51AP1/KIF11",98
"GO:0010948","negative regulation of cell cycle process","72/1869","309/18842",0.233009708737864,2.34904704763983,7.93433973956032,3.49818998303492e-12,2.71509516826124e-09,2.09025361544058e-09,"CCNB1/KNTC1/GMNN/CDKN1A/FANCD2/SKA3/CDCA8/CDC6/CENPF/WDR76/TICRR/KNL1/CDC20/HORMAD1/ZWINT/RFC4/BLM/GPER1/ORC1/BRCA2/DUSP1/SPC24/PLK3/CDT1/TRIP13/TIMELESS/PKMYT1/FHL1/EME1/ESPL1/KANK2/NUF2/DTL/MAD2L1/KAT2A/KLF4/CDKN2D/DAB2IP/ZFP36L2/FOXO4/NEK2/E2F8/FBXO43/BCL6/E2F1/SPDL1/MIR30C2/MIR29C/FAM107A/CCL2/RAD51/SLFN11/CDK1/BUB1/TTK/CHEK1/BRIP1/INCENP/GEN1/CCNF/NDC80/E2F7/BIRC5/AURKB/CDKN2B/RGCC/CDC45/PLK1/TOM1L2/KAT2B/CLSPN/BUB1B",72
"GO:0007346","regulation of mitotic cell cycle","98/1869","492/18842",0.199186991869919,2.00806918181541,7.51851680655804,1.09590909513369e-11,7.44259264232665e-09,5.72978301487583e-09,"FOXM1/CCNB1/EGF/CDKN2A/KNTC1/CCNE2/GMNN/CDKN1A/FANCD2/SKA3/CDCA8/ERCC2/CDC6/CENPF/TICRR/KNL1/CDC20/ZWINT/BLM/ID2/IL10/ADAMTS1/ORC1/CAV2/DUSP1/SPC24/DLGAP5/MTBP/STIL/PLK3/CCNE1/CDC25A/BORA/TRIP13/MEIS2/TIMELESS/PKMYT1/FHL1/FGF10/EME1/NUSAP1/ESPL1/KANK2/NUF2/DTL/UBE2C/KLF11/RDX/MAD2L1/KLF4/CDKN2D/PDGFB/MKI67/ZFP36L2/KIF14/NEK2/TERT/FBXO43/BCL6/RCC1/E2F1/SPDL1/AURKA/MIR30C2/MIR29C/FAM107A/USP2/CDCA2/CCL2/RRM2/SLFN11/CDK1/BUB1/GAS1/TTK/EDN3/CHEK1/INCENP/GEN1/NEK7/EDN1/NDC80/E2F7/ANLN/BIRC5/AURKB/CDKN2B/RGCC/CENPE/CDC14A/KIF20B/PLK1/TOM1L2/CLSPN/TAL1/CKS1B/BUB1B/CDC25C",98
"GO:1902969","mitotic DNA replication","13/1869","16/18842",0.8125,8.19107811663991,9.5488768096978,3.63985118493211e-11,2.18502183585731e-08,1.68216931973778e-08,"TK1/GMNN/MCM2/BRCA2/MCM6/LIG1/GINS1/CDT1/BCL6/RAD51/PCNA/CDC45/MCM4",13
"GO:0000070","mitotic sister chromatid segregation","53/1869","205/18842",0.258536585365854,2.60639183598899,7.67392828154318,4.21224193243577e-11,2.18502183585731e-08,1.68216931973778e-08,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/CENPI/SPAG5/NCAPG2/KNL1/CDC20/CENPA/ZWINT/KIF18A/DUSP1/SPC24/DLGAP5/CDT1/TRIP13/CENPK/BCCIP/UHRF1/NUSAP1/ESPL1/NUF2/UBE2C/MAD2L1/KIF14/TPX2/RCC1/SPDL1/CDK1/KIF4A/NCAPG/BUB1/TTK/KIF2C/LSM14A/KIF23/INCENP/GEN1/KIF18B/NDC80/KIF15/BIRC5/AURKB/NCAPH/PRC1/CENPE/TUBG1/PLK1/KAT2B/BUB1B/KIF11",53
"GO:0045787","positive regulation of cell cycle","70/1869","312/18842",0.224358974358974,2.26183616633055,7.45795705195359,4.42393524653605e-11,2.18502183585731e-08,1.68216931973778e-08,"CCNB1/EGF/CCNE2/SKA3/CDCA8/CDC6/SPAG5/NCAPG2/KNL1/CDC20/IL10/ADAMTS1/CIT/DLGAP5/MTBP/STIL/CCNE1/CDC25A/ATAD5/MEIS2/RARA/FGF10/NUSAP1/ESPL1/TBX2/DTL/UBE2C/RDX/MAD2L1/DDX11/PDGFB/KIF14/PLK4/TERT/E2F8/TBX3/RCC1/AURKA/TGM1/USP2/CITED2/RRM2/CDK1/EZH2/SLC6A4/NCAPG/BUB1/PRKCE/ECT2/EDN3/FEN1/CHEK1/KIF23/INCENP/GEN1/EDN1/NDC80/E2F7/BIRC5/AURKB/NCAPH/RGCC/CDC14A/KIF20B/NUPR1/PLK1/KAT2B/TAL1/CDC25C/RAD51AP1",70
"GO:0006261","DNA-templated DNA replication","47/1869","171/18842",0.274853801169591,2.77089102281296,7.71939780295025,5.49329275055543e-11,2.48708829281397e-08,1.91471936481091e-08,"EXO1/SAMHD1/TK1/TONSL/GMNN/HELB/DACH1/CDC6/HLTF/AGER/TICRR/RFC4/WDHD1/BLM/MCM2/ORC1/BRCA2/MCM6/ORC6/LIG1/TRAIP/GINS4/PRIM2/GINS1/ZNF365/CDT1/POLE2/ATAD5/TIMELESS/EME1/DTL/POLG2/DDX11/FAM111B/E2F8/BCL6/MCM10/RAD51/SLFN11/PCNA/POLQ/FEN1/GEN1/E2F7/ENDOG/CDC45/MCM4",47
"GO:0051784","negative regulation of nuclear division","27/1869","70/18842",0.385714285714286,3.88851180921807,8.03424765189814,1.75204431340146e-10,7.2512177722511e-08,5.58245042088206e-08,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/HORMAD1/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/FBXO43/SPDL1/BUB1/TTK/CHEK1/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/TOM1L2/BUB1B",27
"GO:0098813","nuclear chromosome segregation","69/1869","315/18842",0.219047619047619,2.2082906570868,7.17631450161578,1.86852657484843e-10,7.2512177722511e-08,5.58245042088206e-08,"CCNB1/SYCP2/KNTC1/MND1/C14orf39/FANCD2/SKA3/CDCA8/DCAF13/TOP2A/CDC6/CENPF/P3H4/CENPI/SPAG5/TUBB8/NCAPG2/KNL1/CDC20/HORMAD1/CENPA/ZWINT/KIF18A/DUSP1/SPC24/DLGAP5/SGO1/CDT1/TRIP13/CENPK/PTTG1/BCCIP/UHRF1/NUSAP1/ESPL1/NUF2/UBE2C/RMI2/MAD2L1/SGO2/KIF14/NEK2/TPX2/RCC1/SPDL1/CDK1/KIF4A/NCAPG/BUB1/TTK/ECT2/KIF2C/LSM14A/KIF23/INCENP/GEN1/KIF18B/NDC80/KIF15/BIRC5/AURKB/NCAPH/PRC1/CENPE/TUBG1/PLK1/KAT2B/BUB1B/KIF11",69
"GO:0090068","positive regulation of cell cycle process","59/1869","252/18842",0.234126984126984,2.36031066608916,7.21399768655807,2.54822332205267e-10,9.22966487247478e-08,7.10558531962995e-08,"CCNB1/EGF/CCNE2/SKA3/CDCA8/CDC6/SPAG5/NCAPG2/KNL1/CDC20/ADAMTS1/CIT/DLGAP5/MTBP/STIL/CCNE1/CDC25A/ATAD5/FGF10/NUSAP1/ESPL1/TBX2/DTL/UBE2C/RDX/MAD2L1/DDX11/PDGFB/KIF14/PLK4/TERT/E2F8/RCC1/AURKA/RRM2/CDK1/EZH2/NCAPG/BUB1/PRKCE/ECT2/EDN3/FEN1/KIF23/INCENP/GEN1/EDN1/NDC80/E2F7/BIRC5/AURKB/NCAPH/RGCC/CDC14A/KIF20B/PLK1/KAT2B/CDC25C/RAD51AP1",59
"GO:1905818","regulation of chromosome separation","29/1869","82/18842",0.353658536585366,3.56534732281512,7.72527595208684,4.27570982887838e-10,1.45187071876851e-07,1.11774277916073e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/NCAPG2/KNL1/CDC20/ZWINT/DUSP1/SPC24/DLGAP5/TRIP13/ESPL1/NUF2/UBE2C/MAD2L1/SPDL1/NCAPG/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/NCAPH/PLK1/BUB1B",29
"GO:0050673","epithelial cell proliferation","74/1869","356/18842",0.207865168539326,2.09555671782663,6.92493515045246,5.21179424300344e-10,1.66562812483751e-07,1.28230687845492e-07,"EDNRB/EGF/PTN/SAAL1/MMP12/C5AR1/MAGED1/AGTR1/SFRP1/ID2/IL10/FERMT1/MARVELD3/BRCA2/MIR27A/KLF9/CAV2/FGF2/MDK/SGPP2/TGFBR3/MMRN2/ZFP36/TNFSF12/UHRF1/FGF10/HRAS/TNFAIP3/ACVRL1/NME1/TBX2/CAV1/EGFL7/JCAD/MIR27B/PKHD1/PDGFB/CDH3/DAB2IP/FAP/CEBPB/JUND/PROK2/ODAM/NR4A1/VEGFA/TGM1/NME2/GATA2/MIR29C/SIX1/CCL2/SEMA5A/SIX4/ATOH8/GATA6/CDH13/GPBAR1/NOX5/PTPRM/KRT4/GATA3/FGL1/IL6/NR4A3/TEK/CD34/CEACAM1/CLDN18/CDKN2B/RGCC/NUPR1/BMP6/SULF1",74
"GO:0045839","negative regulation of mitotic nuclear division","25/1869","64/18842",0.390625,3.93801832530765,7.81262789219718,6.02367338191599e-10,1.8082183564862e-07,1.39208194295885e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/CHEK1/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/TOM1L2/BUB1B",25
"GO:0007059","chromosome segregation","83/1869","420/18842",0.197619047619048,1.99226222324136,6.82433021983319,6.3236055168853e-10,1.8082183564862e-07,1.39208194295885e-07,"CENPU/CCNB1/SYCP2/KNTC1/CENPM/FIRRM/SRPK1/MND1/C14orf39/FANCD2/SKA3/CDCA8/DCAF13/TOP2A/ERCC2/CDC6/CENPF/P3H4/CENPI/SPAG5/TUBB8/NCAPG2/KNL1/CDC20/HORMAD1/CENPA/ZWINT/KIF18A/CEP85/DUSP1/SPC24/DLGAP5/SGO1/STIL/CDT1/TRIP13/CENPK/PTTG1/BCCIP/UHRF1/NUSAP1/ESPL1/NUF2/UBE2C/STARD9/RMI2/MAD2L1/MKI67/SGO2/HJURP/KIF14/NEK2/TPX2/RCC1/SPDL1/CENPH/CDCA2/CDK1/KIF4A/NCAPG/BUB1/TTK/ECT2/KIF2C/LSM14A/KIF23/INCENP/GEN1/NEK7/KIF18B/NDC80/CENPL/KIF15/BIRC5/AURKB/NCAPH/PRC1/CENPE/TUBG1/PLK1/KAT2B/BUB1B/KIF11",83
"GO:0010965","regulation of mitotic sister chromatid separation","26/1869","69/18842",0.376811594202899,3.79876086568808,7.72859977226804,6.93423141888936e-10,1.88368396494129e-07,1.45018018671791e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/DLGAP5/TRIP13/ESPL1/NUF2/UBE2C/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",26
"GO:0033047","regulation of mitotic sister chromatid segregation","25/1869","65/18842",0.384615384615385,3.87743342799523,7.71127479463716,8.87072289391326e-10,2.04188096400328e-07,1.5719703372462e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/CDK1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/KAT2B/BUB1B",25
"GO:0007094","mitotic spindle assembly checkpoint signaling","23/1869","56/18842",0.410714285714286,4.14054498203776,7.81014672037752,9.01990486583447e-10,2.04188096400328e-07,1.5719703372462e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0071173","spindle assembly checkpoint signaling","23/1869","56/18842",0.410714285714286,4.14054498203776,7.81014672037752,9.01990486583447e-10,2.04188096400328e-07,1.5719703372462e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0071174","mitotic spindle checkpoint signaling","23/1869","56/18842",0.410714285714286,4.14054498203776,7.81014672037752,9.01990486583447e-10,2.04188096400328e-07,1.5719703372462e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0044786","cell cycle DNA replication","19/1869","40/18842",0.475,4.7886302835741,7.95953171853068,1.32916557123156e-09,2.80550420813346e-07,2.15985626682109e-07,"TK1/GMNN/DACH1/BLM/MCM2/BRCA2/MCM6/LIG1/GINS1/CDT1/ATAD5/E2F8/BCL6/RAD51/PCNA/FEN1/E2F7/CDC45/MCM4",19
"GO:0031577","spindle checkpoint signaling","23/1869","57/18842",0.403508771929825,4.06790384200201,7.69752115779879,1.37073750771567e-09,2.80550420813346e-07,2.15985626682109e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0051306","mitotic sister chromatid separation","26/1869","71/18842",0.366197183098592,3.69175351735883,7.54046413434489,1.42921932540738e-09,2.80550420813346e-07,2.15985626682109e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/DLGAP5/TRIP13/ESPL1/NUF2/UBE2C/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",26
"GO:0045930","negative regulation of mitotic cell cycle","55/1869","237/18842",0.232067510548523,2.33954843967644,6.88644492503978,1.44587001339475e-09,2.80550420813346e-07,2.15985626682109e-07,"CCNB1/KNTC1/GMNN/CDKN1A/FANCD2/SKA3/CDCA8/CDC6/CENPF/TICRR/KNL1/CDC20/ZWINT/BLM/IL10/ORC1/DUSP1/SPC24/PLK3/TRIP13/TIMELESS/PKMYT1/FHL1/EME1/KANK2/NUF2/DTL/MAD2L1/KLF4/CDKN2D/ZFP36L2/BCL6/SPDL1/MIR30C2/MIR29C/FAM107A/CCL2/SLFN11/CDK1/BUB1/GAS1/TTK/CHEK1/INCENP/GEN1/NDC80/E2F7/BIRC5/AURKB/CDKN2B/RGCC/PLK1/TOM1L2/CLSPN/BUB1B",55
"GO:1901990","regulation of mitotic cell cycle phase transition","71/1869","345/18842",0.205797101449275,2.07470785741426,6.68538839622306,1.83332517937443e-09,3.39003963475791e-07,2.60986895998106e-07,"CCNB1/CDKN2A/KNTC1/CCNE2/CDKN1A/SKA3/CDCA8/ERCC2/CDC6/CENPF/TICRR/KNL1/CDC20/ZWINT/BLM/ID2/ADAMTS1/ORC1/DUSP1/SPC24/DLGAP5/MTBP/STIL/PLK3/CCNE1/CDC25A/TRIP13/PKMYT1/FHL1/FGF10/ESPL1/KANK2/NUF2/DTL/UBE2C/KLF11/RDX/MAD2L1/KLF4/CDKN2D/ZFP36L2/KIF14/TERT/E2F1/SPDL1/AURKA/MIR30C2/MIR29C/FAM107A/CCL2/RRM2/SLFN11/CDK1/BUB1/TTK/CHEK1/INCENP/GEN1/NDC80/E2F7/ANLN/BIRC5/AURKB/CDKN2B/RGCC/CENPE/CDC14A/PLK1/CLSPN/BUB1B/CDC25C",71
"GO:0033046","negative regulation of sister chromatid segregation","23/1869","58/18842",0.396551724137931,3.99776756886404,7.58743937083221,2.05910745346974e-09,3.39003963475791e-07,2.60986895998106e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0033048","negative regulation of mitotic sister chromatid segregation","23/1869","58/18842",0.396551724137931,3.99776756886404,7.58743937083221,2.05910745346974e-09,3.39003963475791e-07,2.60986895998106e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","23/1869","58/18842",0.396551724137931,3.99776756886404,7.58743937083221,2.05910745346974e-09,3.39003963475791e-07,2.60986895998106e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:2000816","negative regulation of mitotic sister chromatid separation","23/1869","58/18842",0.396551724137931,3.99776756886404,7.58743937083221,2.05910745346974e-09,3.39003963475791e-07,2.60986895998106e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
"GO:0000819","sister chromatid segregation","56/1869","246/18842",0.227642276422764,2.29493620778904,6.78396313178033,2.18513916093117e-09,3.49172384157031e-07,2.68815195477529e-07,"CCNB1/KNTC1/SKA3/CDCA8/TOP2A/CDC6/CENPF/CENPI/SPAG5/NCAPG2/KNL1/CDC20/CENPA/ZWINT/KIF18A/DUSP1/SPC24/DLGAP5/CDT1/TRIP13/CENPK/BCCIP/UHRF1/NUSAP1/ESPL1/NUF2/UBE2C/RMI2/MAD2L1/KIF14/TPX2/RCC1/SPDL1/CDK1/KIF4A/NCAPG/BUB1/TTK/KIF2C/LSM14A/KIF23/INCENP/GEN1/KIF18B/NDC80/KIF15/BIRC5/AURKB/NCAPH/PRC1/CENPE/TUBG1/PLK1/KAT2B/BUB1B/KIF11",56
"GO:1901991","negative regulation of mitotic cell cycle phase transition","47/1869","190/18842",0.247368421052632,2.49380192053167,6.86727486316489,2.52456766296516e-09,3.91885031796849e-07,3.01698118771648e-07,"CCNB1/KNTC1/CDKN1A/SKA3/CDCA8/CDC6/CENPF/TICRR/KNL1/CDC20/ZWINT/BLM/ORC1/DUSP1/SPC24/PLK3/TRIP13/PKMYT1/FHL1/KANK2/NUF2/DTL/MAD2L1/KLF4/CDKN2D/ZFP36L2/SPDL1/MIR30C2/MIR29C/FAM107A/CCL2/SLFN11/CDK1/BUB1/TTK/CHEK1/INCENP/GEN1/NDC80/E2F7/BIRC5/AURKB/CDKN2B/RGCC/PLK1/CLSPN/BUB1B",47
"GO:0045229","external encapsulating structure organization","61/1869","280/18842",0.217857142857143,2.19628907742872,6.6923722363027,2.6254918166108e-09,3.96230473323514e-07,3.05043517109053e-07,"MMP3/MMP7/MMP12/ADAMTS15/DPT/P3H4/ADAMTS12/TPSAB1/COL24A1/RECK/TIMP3/COL17A1/ADAMTSL4/FERMT1/ADAMTS1/NPNT/MMP13/SPOCK2/COL11A1/ADAMTS4/CST3/TGFBR3/COL19A1/FGFR4/CRTAP/COL5A2/NOTCH1/ADAMTS6/MARCO/DMP1/ADAMTS14/CTSS/MIR27B/MMP25/ADTRP/FAP/FBLN5/HAS1/GREM1/CTSV/TGM1/MIR29C/COL1A1/RAMP2/TNXB/ADAMTSL3/COL3A1/SERPINH1/MMP1/BMP2/IL6/COL10A1/RGCC/MMP23B/IBSP/ANGPTL7/MMP19/LTBP4/GAS6/PHLDB2/SULF1",61
"GO:0051304","chromosome separation","29/1869","88/18842",0.329545454545455,3.32225545989591,7.24572242531975,2.84275634722108e-09,4.17424195525733e-07,3.21359797648937e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/NCAPG2/KNL1/CDC20/ZWINT/DUSP1/SPC24/DLGAP5/TRIP13/ESPL1/NUF2/UBE2C/MAD2L1/SPDL1/NCAPG/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/NCAPH/PLK1/BUB1B",29
"GO:1901988","negative regulation of cell cycle phase transition","59/1869","269/18842",0.219330855018587,2.2111460515036,6.63909599468762,3.65407183417355e-09,5.22436112501708e-07,4.02204676196581e-07,"CCNB1/KNTC1/CDKN1A/FANCD2/SKA3/CDCA8/CDC6/CENPF/WDR76/TICRR/KNL1/CDC20/HORMAD1/ZWINT/RFC4/BLM/ORC1/BRCA2/DUSP1/SPC24/PLK3/CDT1/TRIP13/TIMELESS/PKMYT1/FHL1/EME1/KANK2/NUF2/DTL/MAD2L1/KLF4/CDKN2D/ZFP36L2/E2F1/SPDL1/MIR30C2/MIR29C/FAM107A/CCL2/RAD51/SLFN11/CDK1/BUB1/TTK/CHEK1/BRIP1/INCENP/GEN1/NDC80/E2F7/BIRC5/AURKB/CDKN2B/RGCC/CDC45/PLK1/CLSPN/BUB1B",59
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","23/1869","60/18842",0.383333333333333,3.86450864990191,7.3744929532945,4.497105086264e-09,6.10819298341808e-07,4.70247695795314e-07,"CCNB1/KNTC1/SKA3/CDCA8/CENPF/KNL1/CDC20/ZWINT/DUSP1/SPC24/TRIP13/NUF2/MAD2L1/SPDL1/BUB1/TTK/INCENP/GEN1/NDC80/BIRC5/AURKB/PLK1/BUB1B",23
