ENTREZID,ENSEMBL,SYMBOL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Upregulated/Downregulated,Targets with no approved drugs,Oncogene/Tumor Suppressor
10885,ENSG00000065183,WDR3,WD repeat domain 3,890.8593025,1.170425395,0.265349054,4.410889649,1.03E-05,0.000349543,Upregulated,,
129530,ENSG00000144214,LYG1,lysozyme g1,35.44586695,1.170156161,0.376432803,3.108539295,0.001880146,0.017959546,Upregulated,,
83448,ENSG00000129317,PUS7L,pseudouridine synthase 7 like,243.7391764,1.169992051,0.295009377,3.965948689,7.31E-05,0.001671425,Upregulated,,
339324,ENSG00000254004,ZNF260,zinc finger protein 260,698.6339363,1.168343677,0.412686618,2.831067511,0.004639293,0.033983205,Upregulated,,
55154,ENSG00000125459,MSTO1,misato mitochondrial distribution and morphology regulator 1,265.9180049,1.167355546,0.331152699,3.525127684,0.000423279,0.006135375,Upregulated,,
100874032,ENSG00000230082,PRRT3-AS1,PRRT3 antisense RNA 1,17.55952428,1.161076277,0.419412747,2.768338077,0.005634298,0.038671681,Upregulated,,
2068,ENSG00000104884,ERCC2,"ERCC excision repair 2, TFIIH core complex helicase subunit",432.1691498,1.159112395,0.237676446,4.876850091,1.08E-06,5.94E-05,Upregulated,,
3798,ENSG00000155980,KIF5A,kinesin family member 5A,14.71065757,1.158495766,0.409254219,2.830748497,0.004643922,0.034004453,Upregulated,,
692075,ENSG00000202314,SNORD6,"small nucleolar RNA, C/D box 6",22.1249291,1.158366293,0.384845285,3.009953194,0.00261288,0.022794011,Upregulated,,
29760,ENSG00000095585,BLNK,B cell linker,293.1838277,1.15830478,0.392993468,2.947389399,0.003204694,0.026367581,Upregulated,,
9298,,SNORD31,"small nucleolar RNA, C/D box 31",47.34225879,1.158060783,0.410351846,2.822116662,0.004770782,0.034633341,Upregulated,,
7283,ENSG00000131462,TUBG1,tubulin gamma 1,385.6599435,1.157933343,0.400761488,2.889332874,0.003860602,0.03007932,Upregulated,,
27293,ENSG00000130768,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B,390.0984928,1.157748697,0.380906878,3.039453375,0.002370079,0.021284553,Upregulated,,
65010,ENSG00000225697,SLC26A6,solute carrier family 26 member 6,484.3875799,1.156983483,0.370967572,3.118826474,0.001815729,0.017545849,Upregulated,,
119437,ENSG00000233122,CTAGE7P,"CTAGE family member 7, pseudogene",30.68238703,1.156004216,0.426167663,2.712557326,0.006676623,0.043756205,Upregulated,,
11062,ENSG00000105865,DUS4L,dihydrouridine synthase 4 like,171.3875117,1.154831134,0.386664567,2.986648458,0.002820539,0.024024252,Upregulated,,
7697,ENSG00000197008,ZNF138,zinc finger protein 138,224.2537449,1.153476375,0.396960418,2.905771769,0.003663486,0.029045684,Upregulated,,
54908,ENSG00000040275,SPDL1,spindle apparatus coiled-coil protein 1,228.1371399,1.151793017,0.342757969,3.360368316,0.000778386,0.009649943,Upregulated,,
22889,ENSG00000132680,KHDC4,"KH domain containing 4, pre-mRNA splicing factor",1627.20553,1.148594529,0.345282608,3.32653456,0.000879331,0.010529141,Upregulated,,
1788,ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,975.8705825,1.147500884,0.416392879,2.755812937,0.005854647,0.039703076,Upregulated,,
143570,ENSG00000166435,XRRA1,X-ray radiation resistance associated 1,393.8326939,1.147182632,0.212122006,5.408126448,6.37E-08,6.28E-06,Upregulated,,
148327,ENSG00000143578,CREB3L4,cAMP responsive element binding protein 3 like 4,321.765961,1.145079846,0.294212751,3.892012979,9.94E-05,0.002126557,Upregulated,,
1140,ENSG00000170175,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,190.6602413,1.144523125,0.227365649,5.03384364,4.81E-07,3.18E-05,Upregulated,,
63979,ENSG00000132436,FIGNL1,fidgetin like 1,350.3645509,1.142136402,0.373660252,3.056617333,0.002238499,0.020465274,Upregulated,,
91687,ENSG00000120334,CENPL,centromere protein L,129.6708889,1.141318028,0.3664168,3.114808135,0.001840646,0.017691793,Upregulated,,
79101,ENSG00000166012,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",938.7353784,1.140689311,0.310070177,3.678810139,0.000234325,0.004002087,Upregulated,,
55033,ENSG00000106080,FKBP14,FKBP prolyl isomerase 14,645.3793427,1.14047637,0.308527272,3.696517213,0.000218577,0.003818654,Upregulated,,
2970,ENSG00000290871,GTF2IP1,general transcription factor IIi pseudogene 1,226.4392602,1.140303375,0.367317247,3.104410106,0.001906589,0.018149661,Upregulated,,
705,ENSG00000112578,BYSL,bystin like,308.7300802,1.138680001,0.405824616,2.805842611,0.00501852,0.035821537,Upregulated,,
58477,ENSG00000144867,SRPRB,SRP receptor subunit beta,1090.655546,1.138392971,0.358086783,3.179097985,0.001477341,0.015313227,Upregulated,,
3329,ENSG00000144381,HSPD1,heat shock protein family D (Hsp60) member 1,5874.338616,1.138359453,0.388298697,2.931659215,0.003371565,0.027354649,Upregulated,,
7705,ENSG00000167635,ZNF146,zinc finger protein 146,2324.933276,1.137046736,0.274937866,4.135649821,3.54E-05,0.0009562,Upregulated,,
23225,ENSG00000132182,NUP210,nucleoporin 210,1717.620611,1.136908344,0.378515985,3.003594004,0.002668111,0.023082886,Upregulated,,
54892,ENSG00000146918,NCAPG2,non-SMC condensin II complex subunit G2,423.3574489,1.134978865,0.40661108,2.791313178,0.005249465,0.036964363,Upregulated,,
23464,ENSG00000100116,GCAT,glycine C-acetyltransferase,174.5229432,1.134440586,0.409378282,2.771130362,0.005586206,0.038488142,Upregulated,,
10198,ENSG00000051825,MPHOSPH9,M-phase phosphoprotein 9,478.8950691,1.131465787,0.350074522,3.232071219,0.001228964,0.013372951,Upregulated,,
283970,ENSG00000196696,PDXDC2P-NPIPB14P,"PDXDC2P-NPIPB14P readthrough, transcribed pseudogene",1482.748227,1.131044638,0.380102785,2.975628389,0.002923889,0.02469242,Upregulated,,
79850,ENSG00000167695,TLCD3A,TLC domain containing 3A,344.3695803,1.128360949,0.217650683,5.184274794,2.17E-07,1.69E-05,Upregulated,,
5558,ENSG00000146143,PRIM2,DNA primase subunit 2,261.8305994,1.124060633,0.405956889,2.768916268,0.005624309,0.038629864,Upregulated,,
3978,ENSG00000105486,LIG1,DNA ligase 1,646.2454259,1.121424779,0.362629856,3.092477798,0.001984931,0.018742473,Upregulated,,
165055,ENSG00000163006,CCDC138,coiled-coil domain containing 138,95.32806153,1.121334351,0.368140736,3.045939344,0.002319546,0.020951676,Upregulated,,
26098,ENSG00000107938,EDRF1,erythroid differentiation regulatory factor 1,763.6580934,1.120976553,0.388501082,2.885388499,0.003909309,0.030327735,Upregulated,,
8690,ENSG00000183340,JRKL,JRK like,540.5827744,1.114297325,0.379632697,2.935198507,0.003333344,0.027144506,Upregulated,,
84725,ENSG00000106086,PLEKHA8,pleckstrin homology domain containing A8,503.8158733,1.114164654,0.293507115,3.796039681,0.000147026,0.002869467,Upregulated,,
8884,ENSG00000138074,SLC5A6,solute carrier family 5 member 6,652.1514006,1.113984699,0.171273105,6.5041426,7.81E-11,2.31E-08,Upregulated,,
65244,ENSG00000123352,SPATS2,spermatogenesis associated serine rich 2,680.1028092,1.113490826,0.272518633,4.085925473,4.39E-05,0.001121807,Upregulated,,
100129461,ENSG00000272142,LYRM4-AS1,LYRM4 antisense RNA 1,33.21289663,1.111901601,0.311348098,3.571249052,0.000355283,0.005373687,Upregulated,,
10213,ENSG00000115233,PSMD14,"proteasome 26S subunit, non-ATPase 14",1140.515208,1.110291287,0.401533048,2.765130522,0.005690002,0.038905882,Upregulated,,
51497,ENSG00000101158,NELFCD,negative elongation factor complex member C/D,1824.686296,1.10738906,0.31982345,3.462501134,0.00053518,0.007288515,Upregulated,,
2937,ENSG00000100983,GSS,glutathione synthetase,945.8172044,1.106678752,0.374802105,2.952701541,0.003150064,0.026036937,Upregulated,,
8704,ENSG00000117411,B4GALT2,"beta-1,4-galactosyltransferase 2",583.6457944,1.106508212,0.3007514,3.679145672,0.000234017,0.004002087,Upregulated,,
10130,ENSG00000143870,PDIA6,protein disulfide isomerase family A member 6,3866.078329,1.106261073,0.280247681,3.947440591,7.90E-05,0.001777883,Upregulated,,
1719,ENSG00000228716,DHFR,dihydrofolate reductase,417.3225066,1.105796324,0.362963469,3.04657746,0.002314628,0.020938305,Upregulated,,
57122,ENSG00000111581,NUP107,nucleoporin 107,1227.244239,1.103852551,0.306245937,3.604464309,0.000312797,0.004914786,Upregulated,,
10861,ENSG00000145217,SLC26A1,solute carrier family 26 member 1,160.0086565,1.099568869,0.272074444,4.041426508,5.31E-05,0.001298959,Upregulated,,
64841,ENSG00000100522,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1,957.6644535,1.099550158,0.370194556,2.970195376,0.002976104,0.025016179,Upregulated,,
168374,ENSG00000146757,ZNF92,zinc finger protein 92,256.1236699,1.09690231,0.338097597,3.244336305,0.001177247,0.013025897,Upregulated,,
144100,ENSG00000166689,PLEKHA7,pleckstrin homology domain containing A7,1189.266423,1.09464031,0.349801177,3.129321406,0.001752105,0.017139861,Upregulated,,
64793,ENSG00000130695,CEP85,centrosomal protein 85,459.2238638,1.094023316,0.291928493,3.747572927,0.000178554,0.003312017,Upregulated,,
100499177,ENSG00000251022,THAP9-AS1,THAP9 antisense RNA 1,1266.756978,1.093426301,0.373709115,2.925875383,0.003434885,0.027754822,Upregulated,,
55738,ENSG00000101199,ARFGAP1,ADP ribosylation factor GTPase activating protein 1,2298.995513,1.09296382,0.309967277,3.526061943,0.000421788,0.006122345,Upregulated,,
79944,ENSG00000087299,L2HGDH,L-2-hydroxyglutarate dehydrogenase,278.2197114,1.092093435,0.290466096,3.759796579,0.000170052,0.003193137,Upregulated,,
166647,ENSG00000152990,ADGRA3,adhesion G protein-coupled receptor A3,749.5149579,1.089649842,0.22319649,4.882020515,1.05E-06,5.81E-05,Upregulated,,
54938,ENSG00000104835,SARS2,"seryl-tRNA synthetase 2, mitochondrial",345.5704286,1.086331286,0.300848268,3.610894265,0.000305143,0.004835404,Upregulated,,
388650,ENSG00000154511,DIPK1A,divergent protein kinase domain 1A,450.6443643,1.084937772,0.389293424,2.786940918,0.005320818,0.037215215,Upregulated,,
3336,ENSG00000115541,HSPE1,heat shock protein family E (Hsp10) member 1,472.2827773,1.083624186,0.330748893,3.276274563,0.001051862,0.012070244,Upregulated,,
55183,ENSG00000080345,RIF1,replication timing regulatory factor 1,1474.116078,1.083409704,0.30833812,3.513706653,0.000441901,0.006358639,Upregulated,,
8662,ENSG00000106263,EIF3B,eukaryotic translation initiation factor 3 subunit B,3751.05631,1.080932309,0.397588773,2.718719395,0.006553518,0.043158321,Upregulated,,
607,ENSG00000116128,BCL9,BCL9 transcription coactivator,765.8949091,1.079980511,0.40444663,2.67026705,0.007579094,0.048012162,Upregulated,,
27000,ENSG00000105821,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,540.855699,1.079405445,0.377230373,2.861395908,0.0042178,0.031916289,Upregulated,,
94081,ENSG00000164466,SFXN1,sideroflexin 1,658.2463462,1.079372804,0.315731631,3.418640065,0.000629349,0.008210108,Upregulated,,
9746,ENSG00000139182,CLSTN3,calsyntenin 3,1554.307629,1.079241278,0.358623537,3.009398901,0.002617652,0.022824934,Upregulated,,
9650,ENSG00000066855,MTFR1,mitochondrial fission regulator 1,554.9076887,1.078200623,0.293716946,3.670883273,0.000241714,0.004096531,Upregulated,,
30851,ENSG00000213977,TAX1BP3,Tax1 binding protein 3,54.51389413,1.074060536,0.217904702,4.929037915,8.26E-07,4.78E-05,Upregulated,,
23518,ENSG00000048991,R3HDM1,R3H domain containing 1,750.3218088,1.06793187,0.279203168,3.824927479,0.000130811,0.002633343,Upregulated,,
10056,ENSG00000116120,FARSB,phenylalanyl-tRNA synthetase subunit beta,876.3432507,1.067457855,0.290259493,3.677598434,0.00023544,0.00401768,Upregulated,,
128869,ENSG00000101464,PIGU,phosphatidylinositol glycan anchor biosynthesis class U,424.6244532,1.066438741,0.387800421,2.749967981,0.005960109,0.040239359,Upregulated,,
100124516,,SNORD58C,"small nucleolar RNA, C/D box 58C",39.34958363,1.066288768,0.320435868,3.327619888,0.000875913,0.010507246,Upregulated,,
79723,ENSG00000152455,SUV39H2,SUV39H2 histone lysine methyltransferase,208.8375864,1.517470829,0.393311186,3.858193928,0.000114228,0.002369275,Upregulated,Yes,
1678,ENSG00000126953,TIMM8A,translocase of inner mitochondrial membrane 8A,133.0231448,1.06106798,0.356172915,2.979081042,0.002891143,0.024467979,Upregulated,,
10509,ENSG00000185033,SEMA4B,semaphorin 4B,1619.718198,1.059633929,0.38014029,2.787481244,0.005311953,0.037215215,Upregulated,,
51053,ENSG00000112312,GMNN,geminin DNA replication inhibitor,275.0817146,1.059476664,0.32457291,3.264217781,0.001097668,0.012430411,Upregulated,,
6894,ENSG00000059588,TARBP1,TAR (HIV-1) RNA binding protein 1,1801.894717,1.057649273,0.332989245,3.176226524,0.001492044,0.015441409,Upregulated,,
6947,ENSG00000134827,TCN1,transcobalamin 1,79.9333071,5.043209816,1.391269489,3.624897875,0.000289076,0.004626377,Upregulated,yes,
92591,ENSG00000161664,ASB16,ankyrin repeat and SOCS box containing 16,48.23390972,1.054935949,0.360991967,2.922325274,0.003474285,0.028000151,Upregulated,,
80021,ENSG00000137842,TMEM62,transmembrane protein 62,827.2818913,1.053488719,0.290645811,3.624647865,0.000289355,0.00462712,Upregulated,,
200035,ENSG00000186364,NUDT17,nudix hydrolase 17,78.71475694,1.053051109,0.345712944,3.046027424,0.002318867,0.020951676,Upregulated,,
84513,ENSG00000147535,PLPP5,phospholipid phosphatase 5,1064.499043,1.047229221,0.371087577,2.822054111,0.004771713,0.034633341,Upregulated,,
219844,ENSG00000198331,HYLS1,HYLS1 centriolar and ciliogenesis associated,101.171697,1.046466076,0.269684449,3.880335257,0.000104313,0.00219644,Upregulated,,
55832,ENSG00000111530,CAND1,cullin associated and neddylation dissociated 1,3530.513163,1.046330974,0.322991209,3.239502952,0.001197382,0.013144146,Upregulated,,
7036,ENSG00000106327,TFR2,transferrin receptor 2,31.42517997,1.698947938,0.564184066,3.011336267,0.002601006,0.022717879,Upregulated,yes,
333926,ENSG00000155367,PPM1J,"protein phosphatase, Mg2+/Mn2+ dependent 1J",36.31908261,1.044644652,0.36737019,2.843574906,0.004461052,0.033205032,Upregulated,,
272,ENSG00000133805,AMPD3,adenosine monophosphate deaminase 3,637.2463139,1.044500501,0.195049976,5.35504039,8.55E-08,7.78E-06,Upregulated,,
442590,ENSG00000170092,SPDYE5,speedy/RINGO cell cycle regulator family member E5,46.00874438,1.040819059,0.388775942,2.677169406,0.007424708,0.047263096,Upregulated,,
23080,ENSG00000105778,AVL9,AVL9 cell migration associated,1868.395604,1.039825238,0.326577485,3.18400773,0.001452511,0.015142927,Upregulated,,
2306,ENSG00000186564,FOXD2,forkhead box D2,38.51468132,1.039643045,0.378465858,2.746992956,0.006014443,0.040440957,Upregulated,,
9942,ENSG00000093217,XYLB,xylulokinase,115.9575518,1.039013,0.311065385,3.340175565,0.000837254,0.0101794,Upregulated,,
10072,ENSG00000254986,DPP3,dipeptidyl peptidase 3,820.2690065,1.038895333,0.31579708,3.289755981,0.001002743,0.011634518,Upregulated,,
283314,ENSG00000205885,C1RL-AS1,C1RL antisense RNA 1,354.0426129,1.037114964,0.263180926,3.940691974,8.12E-05,0.001810667,Upregulated,,
9131,ENSG00000156709,AIFM1,apoptosis inducing factor mitochondria associated 1,729.1949921,1.037002917,0.305016758,3.399822766,0.000674295,0.008696019,Upregulated,,
100129405,,MSTO2P,"misato family member 2, pseudogene",93.88392179,1.036656271,0.331428648,3.127841477,0.001760951,0.017209415,Upregulated,,
56647,ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein,925.7482714,1.036191895,0.314078294,3.299151561,0.000969775,0.011338252,Upregulated,,
79866,ENSG00000136122,BORA,BORA aurora kinase A activator,158.1072878,1.034574757,0.350821545,2.949005758,0.00318798,0.026251853,Upregulated,,
10539,ENSG00000108010,GLRX3,glutaredoxin 3,1060.255982,1.033741034,0.358856146,2.880655789,0.003968488,0.030674621,Upregulated,,
2648,ENSG00000108773,KAT2A,lysine acetyltransferase 2A,1484.697613,1.032657881,0.242285507,4.262152923,2.02E-05,0.000611999,Upregulated,,
7272,ENSG00000112742,TTK,TTK protein kinase,155.0591947,3.918054878,0.799806591,4.898752927,9.64E-07,5.50E-05,Upregulated,yes,
101926888,ENSG00000285230,RALY-AS1,RALY antisense RNA 1,26.0881998,1.030950827,0.38549298,2.674369911,0.007486982,0.047537419,Upregulated,,
654320,ENSG00000207304,SNORA8,"small nucleolar RNA, H/ACA box 8",116.8482417,1.030658135,0.312669743,3.296315543,0.000979619,0.011419676,Upregulated,,
55314,ENSG00000164124,TMEM144,transmembrane protein 144,487.8409785,1.029920431,0.299472015,3.439120787,0.000583607,0.007770659,Upregulated,,
100216546,,LINC01004,long intergenic non-protein coding RNA 1004,482.2747118,1.026834028,0.306460632,3.35062295,0.0008063,0.009899767,Upregulated,,
6120,ENSG00000197713,RPE,ribulose-5-phosphate-3-epimerase,787.2615707,1.026629571,0.259284556,3.959470575,7.51E-05,0.001707566,Upregulated,,
388567,ENSG00000186230,ZNF749,zinc finger protein 749,164.2190762,1.024645222,0.328338933,3.120693644,0.001804256,0.017477576,Upregulated,,
63922,ENSG00000127586,CHTF18,chromosome transmission fidelity factor 18,296.7507861,1.024572857,0.365320839,2.804583667,0.005038161,0.035918617,Upregulated,,
7163,ENSG00000076554,TPD52,tumor protein D52,1565.395046,1.024514304,0.335002718,3.058226845,0.00222651,0.02039236,Upregulated,,
5198,ENSG00000178921,PFAS,phosphoribosylformylglycinamidine synthase,563.295671,1.02354941,0.176581913,5.796456682,6.77E-09,1.07E-06,Upregulated,,
23246,ENSG00000261236,BOP1,BOP1 ribosomal biogenesis factor,561.7584444,1.020284501,0.362121207,2.817522091,0.004839579,0.034930009,Upregulated,,
125488,ENSG00000168234,TTC39C,tetratricopeptide repeat domain 39C,606.2910897,1.018916128,0.349919327,2.911860108,0.003592835,0.028634375,Upregulated,,
121053,ENSG00000151131,NOPCHAP1,NOP protein chaperone 1,114.5145486,1.018695649,0.365811998,2.784751877,0.00535687,0.037352255,Upregulated,,
57089,ENSG00000198018,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7,446.3059192,1.017536209,0.278382071,3.65517868,0.000257003,0.004275261,Upregulated,,
55656,ENSG00000164941,INTS8,integrator complex subunit 8,1051.541963,1.016793203,0.23025453,4.415953094,1.01E-05,0.000343222,Upregulated,,
10717,ENSG00000134262,AP4B1,adaptor related protein complex 4 subunit beta 1,578.5458181,1.01663519,0.212155667,4.791930395,1.65E-06,8.39E-05,Upregulated,,
124989,ENSG00000178852,EFCAB13,EF-hand calcium binding domain 13,185.2672568,1.016126857,0.249883109,4.066408736,4.77E-05,0.001194471,Upregulated,,
3376,ENSG00000196305,IARS1,isoleucyl-tRNA synthetase 1,2718.614102,1.015029308,0.311766227,3.255738497,0.001130979,0.012694532,Upregulated,,
84197,ENSG00000185900,POMK,protein O-mannose kinase,84.65243868,1.014751372,0.364095895,2.787044257,0.005319121,0.037215215,Upregulated,,
5111,ENSG00000132646,PCNA,proliferating cell nuclear antigen,950.5216457,1.013050537,0.365974133,2.768093274,0.005638532,0.03868735,Upregulated,,
55732,ENSG00000000460,FIRRM,FIGNL1 interacting regulator of recombination and mitosis,230.7644128,1.012997553,0.35761341,2.832660984,0.004616232,0.033927362,Upregulated,,
4234,ENSG00000037897,METTL1,"methyltransferase 1, tRNA methylguanosine",248.9822041,1.009777895,0.267482776,3.775113717,0.000159935,0.003061144,Upregulated,,
9875,ENSG00000142207,URB1,URB1 ribosome biogenesis homolog,1093.449118,1.008552632,0.179511175,5.618327849,1.93E-08,2.37E-06,Upregulated,,
23423,ENSG00000166557,TMED3,transmembrane p24 trafficking protein 3,1158.111772,1.007216384,0.211033026,4.772790324,1.82E-06,8.90E-05,Upregulated,,
347734,ENSG00000157593,SLC35B2,solute carrier family 35 member B2,1081.751765,1.005825149,0.315840853,3.184594832,0.001449568,0.015135049,Upregulated,,
151473,ENSG00000163053,SLC16A14,solute carrier family 16 member 14,213.5643344,1.004282603,0.356756525,2.815036395,0.004877171,0.035090502,Upregulated,,
55571,ENSG00000158435,CNOT11,CCR4-NOT transcription complex subunit 11,1208.482193,1.004176767,0.215108518,4.668233389,3.04E-06,0.000133571,Upregulated,,
29089,ENSG00000077152,UBE2T,ubiquitin conjugating enzyme E2 T,128.5439249,2.808058806,0.569864832,4.92758747,8.33E-07,4.80E-05,Upregulated,yes,
441108,,IRF1-AS1,IRF1 antisense RNA 1,151.6609945,-1.001947116,0.336886533,-2.974138225,0.002938127,0.024759931,Downregulated,,
3749,ENSG00000116396,KCNC4,potassium voltage-gated channel subfamily C member 4,207.0203957,-1.003232278,0.346367453,-2.896439228,0.003774237,0.029658746,Downregulated,,
57605,ENSG00000090975,PITPNM2,phosphatidylinositol transfer protein membrane associated 2,787.7958665,-1.003345444,0.33693566,-2.977854717,0.002902735,0.024555606,Downregulated,,
2625,ENSG00000107485,GATA3,GATA binding protein 3,96.37392873,-1.004573543,0.279478661,-3.59445526,0.000325071,0.005048216,Downregulated,,
256302,ENSG00000274180,NATD1,N-acetyltransferase domain containing 1,525.0043185,-1.006252196,0.370966995,-2.712511381,0.006677549,0.043756205,Downregulated,,
166,ENSG00000104964,TLE5,"TLE family member 5, transcriptional modulator",5902.115292,-1.006357737,0.174268651,-5.774749097,7.71E-09,1.15E-06,Downregulated,,
79890,ENSG00000100599,RIN3,Ras and Rab interactor 3,1206.978868,-1.007275646,0.340127429,-2.961465497,0.003061788,0.025606155,Downregulated,,
140609,ENSG00000151414,NEK7,NIMA related kinase 7,2789.630188,-1.008555067,0.244313116,-4.12812494,3.66E-05,0.000980017,Downregulated,,
400761,ENSG00000231999,LRRC8C-DT,LRRC8C divergent transcript,15.34801758,-1.008600459,0.365062843,-2.762813248,0.005730554,0.039104616,Downregulated,,
4303,ENSG00000184481,FOXO4,forkhead box O4,524.122033,-1.015222195,0.285668218,-3.553850689,0.000379635,0.005656217,Downregulated,,
7472,ENSG00000105989,WNT2,Wnt family member 2,296.1750012,-1.015771765,0.38073078,-2.667952835,0.007631497,0.048269523,Downregulated,,
79834,ENSG00000173517,PEAK1,pseudopodium enriched atypical kinase 1,3450.800636,-1.016336431,0.358666679,-2.833651661,0.004601947,0.033875406,Downregulated,,
255783,ENSG00000257704,INAFM1,InaF motif containing 1,200.8529311,-1.017550174,0.313928438,-3.241344368,0.001189674,0.013120493,Downregulated,,
56099,ENSG00000254122,PCDHGB7,"protocadherin gamma subfamily B, 7",187.0426414,-1.01782974,0.311951755,-3.262779339,0.001103254,0.012479419,Downregulated,,
4851,ENSG00000148400,NOTCH1,notch receptor 1,2061.228529,-1.018689948,0.337937918,-3.014429258,0.002574632,0.022559605,Downregulated,,
57162,ENSG00000197329,PELI1,pellino E3 ubiquitin protein ligase 1,1887.749201,-1.021461966,0.351425524,-2.906624298,0.003653517,0.028989833,Downregulated,,
6397,ENSG00000129657,SEC14L1,SEC14 like lipid binding 1,3601.028212,-1.021668501,0.345743171,-2.954992572,0.003126766,0.025926213,Downregulated,,
10491,ENSG00000170275,CRTAP,cartilage associated protein,5115.234628,-1.022470282,0.322982391,-3.165715258,0.001547021,0.015771665,Downregulated,,
51341,ENSG00000178951,ZBTB7A,zinc finger and BTB domain containing 7A,1168.749476,-1.026008517,0.254171485,-4.036678291,5.42E-05,0.001315785,Downregulated,,
100506299,,ID2-AS1,ID2 antisense RNA 1,21.53855223,-1.026296592,0.330539251,-3.10491595,0.001903331,0.018127354,Downregulated,,
146691,ENSG00000175662,TOM1L2,target of myb1 like 2 membrane trafficking protein,1752.078359,-1.026832101,0.251186183,-4.087932263,4.35E-05,0.0011158,Downregulated,,
2037,ENSG00000079819,EPB41L2,erythrocyte membrane protein band 4.1 like 2,3003.970315,-1.028264438,0.3517977,-2.92288562,0.003468039,0.027965735,Downregulated,,
604,ENSG00000113916,BCL6,BCL6 transcription repressor,2817.750483,-1.028618904,0.33005275,-3.116528807,0.001829938,0.017640175,Downregulated,,
4482,ENSG00000175806,MSRA,methionine sulfoxide reductase A,223.0663366,-1.03056569,0.227784405,-4.524303106,6.06E-06,0.000228847,Downregulated,,
7048,ENSG00000163513,TGFBR2,transforming growth factor beta receptor 2,11500.77094,-1.035933352,0.283521709,-3.653806111,0.000258381,0.004283817,Downregulated,,
5412,ENSG00000122042,UBL3,ubiquitin like 3,2573.844961,-1.035973089,0.266806796,-3.882858702,0.000103236,0.002177721,Downregulated,,
8462,ENSG00000172059,KLF11,KLF transcription factor 11,1052.821215,-1.036459613,0.30220224,-3.429688715,0.000604274,0.007961562,Downregulated,,
7068,ENSG00000151090,THRB,thyroid hormone receptor beta,435.6705326,-1.041918039,0.24466129,-4.258614173,2.06E-05,0.000618936,Downregulated,,
10634,ENSG00000185340,GAS2L1,growth arrest specific 2 like 1,521.5377251,-1.042707438,0.378088598,-2.757838884,0.005818487,0.039515797,Downregulated,,
847,ENSG00000121691,CAT,catalase,3543.974984,-1.043540928,0.358263643,-2.912773732,0.003582341,0.028562217,Downregulated,,
7025,ENSG00000175745,NR2F1,nuclear receptor subfamily 2 group F member 1,1104.146339,-1.044513327,0.278328573,-3.752806676,0.000174866,0.003261912,Downregulated,,
388335,ENSG00000187824,TMEM220,transmembrane protein 220,213.1614093,-1.046298978,0.372359366,-2.809917177,0.004955425,0.035486141,Downregulated,,
8850,ENSG00000114166,KAT2B,lysine acetyltransferase 2B,1225.106817,-1.048655591,0.310924694,-3.372699597,0.000744351,0.009335728,Downregulated,,
23180,ENSG00000131378,RFTN1,"raftlin, lipid raft linker 1",1306.571447,-1.049309548,0.326037328,-3.218372428,0.001289203,0.01384061,Downregulated,,
23235,ENSG00000170145,SIK2,salt inducible kinase 2,1503.691316,-1.050316885,0.319293343,-3.289504488,0.00100364,0.01163811,Downregulated,,
140467,ENSG00000198816,ZNF358,zinc finger protein 358,889.4271307,-1.050470485,0.371123673,-2.830513282,0.004647338,0.034004453,Downregulated,,
6272,ENSG00000134243,SORT1,sortilin 1,4698.820032,-1.051272966,0.247172911,-4.253188427,2.11E-05,0.000631257,Downregulated,,
100507487,ENSG00000251432,LINC02615,long intergenic non-protein coding RNA 2615,85.32841075,-1.053808504,0.383375105,-2.748766129,0.005982005,0.040291162,Downregulated,,
1398,ENSG00000167193,CRK,"CRK proto-oncogene, adaptor protein",130.2787325,-1.055473669,0.23677406,-4.457725088,8.28E-06,0.000294358,Downregulated,,
9580,ENSG00000143842,SOX13,SRY-box transcription factor 13,1102.599246,-1.058234688,0.306302089,-3.454872576,0.000550553,0.007451819,Downregulated,,
10608,ENSG00000123933,MXD4,MAX dimerization protein 4,2183.732667,-1.0588779,0.192835532,-5.491093324,3.99E-08,4.21E-06,Downregulated,,
79817,ENSG00000120162,MOB3B,MOB kinase activator 3B,744.7449397,-1.060241439,0.202632576,-5.232334593,1.67E-07,1.36E-05,Downregulated,,
246330,ENSG00000174516,PELI3,pellino E3 ubiquitin protein ligase family member 3,203.9639321,-1.062768112,0.262844504,-4.043333972,5.27E-05,0.001290023,Downregulated,,
105370707,,,,20.09902481,-1.062831213,0.365278624,-2.90964525,0.003618392,0.028768683,Downregulated,,
57104,ENSG00000177666,PNPLA2,patatin like phospholipase domain containing 2,2140.493444,-1.063973129,0.305464743,-3.483129076,0.000495589,0.006875291,Downregulated,,
85458,ENSG00000150764,DIXDC1,DIX domain containing 1,934.1224595,-1.064129394,0.35943363,-2.960572702,0.003070676,0.025650513,Downregulated,,
