ENTREZID,ENSEMBL,SYMBOL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Upregulated/Downregulated,Targets with no approved drugs,Oncogene/Tumor Suppressor
2846,ENSG00000147145,LPAR4,lysophosphatidic acid receptor 4,12.67401369,2.002899,0.750928545,2.667229808,0.007647936,0.048313477,Upregulated,Yes,
677771,ENSG00000281394,SCARNA4,small Cajal body-specific RNA 4,4.964396741,2.29160438,0.857482462,2.672479591,0.007529295,0.047744931,Upregulated,,
283208,ENSG00000149380,P4HA3,prolyl 4-hydroxylase subunit alpha 3,92.46241952,2.291538253,0.555265181,4.126925897,3.68E-05,0.00098381,Upregulated,,
692197,,SNORD77,"small nucleolar RNA, C/D box 77",20.96314866,2.287371227,0.651152167,3.51280598,0.000443401,0.00637116,Upregulated,,
1259,ENSG00000198515,CNGA1,cyclic nucleotide gated channel subunit alpha 1,17.70167121,2.28734127,0.772076552,2.96258352,0.00305069,0.025524109,Upregulated,,
132299,ENSG00000145247,OCIAD2,OCIA domain containing 2,938.4461367,2.28659909,0.55574002,4.1145122,3.88E-05,0.001024452,Upregulated,,
79682,ENSG00000151725,CENPU,centromere protein U,257.5473964,2.285995078,0.664929051,3.437953378,0.000586129,0.007789775,Upregulated,,
64105,ENSG00000123219,CENPK,centromere protein K,127.6211243,2.283707507,0.636296576,3.589061441,0.000331871,0.005110697,Upregulated,,
2491,ENSG00000102384,CENPI,centromere protein I,91.73758813,2.281340461,0.683037309,3.339993923,0.000837802,0.0101794,Upregulated,,
205,ENSG00000162433,AK4,adenylate kinase 4,469.3438821,2.274576783,0.659536702,3.448749364,0.000563189,0.007566042,Upregulated,,
25788,ENSG00000197275,RAD54B,RAD54 homolog B,162.7216898,2.274552613,0.58786105,3.869201089,0.000109193,0.002281536,Upregulated,,
692196,,SNORD76,"small nucleolar RNA, C/D box 76",56.33509146,2.272823217,0.589539792,3.855249887,0.000115611,0.002385494,Upregulated,,
57722,ENSG00000103742,IGDCC4,immunoglobulin superfamily DCC subclass member 4,132.7732923,2.26923796,0.633513143,3.58199034,0.000340986,0.005221173,Upregulated,,
147645,ENSG00000186806,VSIG10L,V-set and immunoglobulin domain containing 10 like,250.0300014,2.265271888,0.818446947,2.767768756,0.005644149,0.03869911,Upregulated,,
100506076,,LOC100506076,uncharacterized LOC100506076,14.82441172,2.264946645,0.782304686,2.895223159,0.003788891,0.029683885,Upregulated,,
4192,ENSG00000110492,MDK,midkine,1405.069277,2.261953181,0.594767386,3.803088797,0.000142903,0.002813928,Upregulated,,
284403,ENSG00000075702,WDR62,WD repeat domain 62,145.5526744,2.254867702,0.632293214,3.566174131,0.000362231,0.005441419,Upregulated,,
55723,ENSG00000105011,ASF1B,anti-silencing function 1B histone chaperone,141.3541699,2.250997116,0.606022554,3.71437845,0.000203704,0.00362793,Upregulated,,
84069,ENSG00000187583,PLEKHN1,pleckstrin homology domain containing N1,79.69721009,2.248934447,0.398133129,5.648699604,1.62E-08,2.06E-06,Upregulated,,
400798,ENSG00000213057,C1orf220,chromosome 1 putative open reading frame 220,38.64356138,2.241103102,0.501989741,4.464440048,8.03E-06,0.000287788,Upregulated,,
147166,ENSG00000291110,TRIM16L,tripartite motif containing 16 like (pseudogene),301.6829392,2.240838549,0.679093751,3.299748444,0.000967715,0.011334215,Upregulated,,
345079,ENSG00000186212,SOWAHB,sosondowah ankyrin repeat domain family member B,174.5807642,2.240637435,0.80887971,2.770050241,0.005604765,0.038564308,Upregulated,,
646300,,COL6A4P2,collagen type VI alpha 4 pseudogene 2,36.77505971,2.233375608,0.763814326,2.923977115,0.003455902,0.027879199,Upregulated,,
60437,ENSG00000124215,CDH26,cadherin 26,446.0860965,2.230772816,0.795823227,2.803100914,0.005061383,0.036036683,Upregulated,,
5820,ENSG00000249859,PVT1,Pvt1 oncogene,205.0898023,2.22950853,0.504090924,4.422830139,9.74E-06,0.000335359,Upregulated,,
286151,ENSG00000156509,FBXO43,F-box protein 43,23.41449583,2.229501492,0.640421832,3.481301513,0.000498983,0.006909457,Upregulated,,
55765,ENSG00000163362,INAVA,innate immunity activator,547.0676772,2.228241703,0.786789643,2.832067913,0.004624802,0.03395427,Upregulated,,
221336,ENSG00000151917,BEND6,BEN domain containing 6,69.94029875,2.226474815,0.581046099,3.831838505,0.000127189,0.002570882,Upregulated,,
165545,ENSG00000144045,DQX1,DEAQ-box RNA dependent ATPase 1,21.53326215,2.223834499,0.696312683,3.193729704,0.001404476,0.014787504,Upregulated,,
9401,ENSG00000160957,RECQL4,RecQ like helicase 4,275.2553456,2.21681853,0.527792334,4.200171903,2.67E-05,0.00076536,Upregulated,,
133396,ENSG00000164509,IL31RA,interleukin 31 receptor A,21.14921891,2.213173963,0.753190208,2.938399809,0.003299113,0.026954308,Upregulated,,
27132,ENSG00000178773,CPNE7,copine 7,78.78765009,2.212116003,0.594145895,3.723186549,0.000196724,0.003536574,Upregulated,,
653820,ENSG00000188610,FAM72B,family with sequence similarity 72 member B,32.70697156,2.211380413,0.785137109,2.816553169,0.004854201,0.034950598,Upregulated,,
51252,ENSG00000168754,FAM178B,family with sequence similarity 178 member B,21.52168646,2.209626253,0.806751774,2.73891713,0.006164191,0.041210297,Upregulated,,
415,ENSG00000157399,ARSL,arylsulfatase L,228.4649435,2.20686794,0.74153561,2.97607817,0.002919604,0.024677252,Upregulated,,
3766,ENSG00000177807,KCNJ10,potassium inwardly rectifying channel subfamily J member 10,16.79995978,2.20671602,0.799783388,2.759142105,0.005795333,0.039408661,Upregulated,,
54894,ENSG00000108375,RNF43,ring finger protein 43,958.8441931,2.20615614,0.783099842,2.817209278,0.004844295,0.034930009,Upregulated,,
10058,ENSG00000115657,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group),639.1555243,2.202827578,0.386924673,5.69316907,1.25E-08,1.68E-06,Upregulated,,
692210,ENSG00000221740,SNORD93,"small nucleolar RNA, C/D box 93",5.745913716,2.201813586,0.825997853,2.665640811,0.007684174,0.04843277,Upregulated,,
2187,ENSG00000181544,FANCB,FA complementation group B,42.5252092,2.197197151,0.624594766,3.51779629,0.000435146,0.006270723,Upregulated,,
10635,ENSG00000111247,RAD51AP1,RAD51 associated protein 1,151.4388088,2.196776335,0.61069111,3.597197173,0.000321665,0.005014378,Upregulated,,
9601,ENSG00000155660,PDIA4,protein disulfide isomerase family A member 4,5859.822724,2.193368465,0.552017352,3.973368694,7.09E-05,0.001630101,Upregulated,,
26065,ENSG00000257103,LSM14A,LSM14A mRNA processing body assembly factor,119.5786859,2.192761062,0.632526077,3.466672981,0.000526943,0.007209512,Upregulated,,
440295,ENSG00000197978,GOLGA6L9,golgin A6 family like 9,35.92088745,2.186399645,0.734574226,2.976417587,0.002916375,0.024660465,Upregulated,,
127602,ENSG00000185842,DNAH14,dynein axonemal heavy chain 14,191.2088746,2.182462237,0.484947549,4.50040884,6.78E-06,0.000252319,Upregulated,,
78995,ENSG00000125319,HROB,homologous recombination factor with OB-fold,66.08347244,2.178851158,0.594622863,3.664257286,0.000248057,0.004164454,Upregulated,,
26470,ENSG00000174938,SEZ6L2,seizure related 6 homolog like 2,575.9977105,2.17609393,0.451880921,4.815635774,1.47E-06,7.54E-05,Upregulated,,
388228,ENSG00000188322,SBK1,SH3 domain binding kinase 1,221.0612638,2.175315451,0.764182044,2.846593253,0.004418978,0.033051238,Upregulated,,
1946,ENSG00000184349,EFNA5,ephrin A5,572.1662509,2.167919262,0.463145933,4.680855663,2.86E-06,0.000127012,Upregulated,,
284233,ENSG00000290462,CYP4F35P,"cytochrome P450 family 4 subfamily F member 35, pseudogene",85.0988148,2.164137784,0.527834085,4.100034172,4.13E-05,0.001070738,Upregulated,,
5881,ENSG00000169750,RAC3,Rac family small GTPase 3,99.067174,2.162352858,0.599677909,3.605857118,0.000311124,0.004904041,Upregulated,,
23491,ENSG00000172828,CES3,carboxylesterase 3,175.1854109,2.16206762,0.587161281,3.682238064,0.000231195,0.003969154,Upregulated,,
92291,ENSG00000162949,CAPN13,calpain 13,941.8229249,2.161046852,0.760732695,2.840744018,0.004500842,0.033354067,Upregulated,,
151477,ENSG00000181798,LINC00471,long intergenic non-protein coding RNA 471,10.38313024,2.146108083,0.625053029,3.433481615,0.000595883,0.007892957,Upregulated,,
6285,ENSG00000160307,S100B,S100 calcium binding protein B,169.8702613,2.131656767,0.770675762,2.765957969,0.005675585,0.038820688,Upregulated,,
131096,ENSG00000183960,KCNH8,potassium voltage-gated channel subfamily H member 8,30.37804977,2.130397995,0.582300853,3.658586421,0.00025361,0.004230783,Upregulated,,
54972,ENSG00000006118,TMEM132A,transmembrane protein 132A,566.7490508,2.124580443,0.368519543,5.765177127,8.16E-09,1.18E-06,Upregulated,,
100874097,ENSG00000229780,UBE2Q1-AS1,UBE2Q1 antisense RNA 1,14.56237336,2.120400707,0.605557044,3.501570544,0.000462525,0.006565067,Upregulated,,
140700,ENSG00000130590,SAMD10,sterile alpha motif domain containing 10,203.5849206,2.109565055,0.503272384,4.191696428,2.77E-05,0.000789954,Upregulated,,
147700,ENSG00000104892,KLC3,kinesin light chain 3,111.1738164,2.105118337,0.602128082,3.496130472,0.000472058,0.006647756,Upregulated,,
113157,ENSG00000243742,RPLP0P2,ribosomal protein lateral stalk subunit P0 pseudogene 2,44.81828114,2.101545572,0.69187022,3.037485226,0.002385611,0.02135651,Upregulated,,
4072,ENSG00000119888,EPCAM,epithelial cell adhesion molecule,5465.319172,2.099948824,0.78323668,2.681116549,0.007337695,0.046889837,Upregulated,,
724102,ENSG00000281398,SNHG4,small nucleolar RNA host gene 4,78.32106499,2.099216935,0.47445707,4.424461274,9.67E-06,0.000333995,Upregulated,,
23329,ENSG00000111490,TBC1D30,TBC1 domain family member 30,519.7247128,2.097091467,0.609812091,3.438914214,0.000584052,0.007770659,Upregulated,,
6652,ENSG00000140263,SORD,sorbitol dehydrogenase,515.6274779,2.096277444,0.42026798,4.987954218,6.10E-07,3.76E-05,Upregulated,,
91614,ENSG00000121690,DEPDC7,DEP domain containing 7,64.47134531,2.091237961,0.631878006,3.309559663,0.000934428,0.011029037,Upregulated,,
56479,ENSG00000185760,KCNQ5,potassium voltage-gated channel subfamily Q member 5,56.03803839,2.087357919,0.705747256,2.957656442,0.003099874,0.025791459,Upregulated,,
5003,ENSG00000254827,SLC22A18AS,SLC22A18 antisense RNA,24.22802811,2.082658699,0.69076457,3.015005098,0.002569749,0.022536736,Upregulated,,
56938,ENSG00000029153,BMAL2,basic helix-loop-helix ARNT like 2,505.1950523,2.076901902,0.712656714,2.914309035,0.003564768,0.028513832,Upregulated,,
55215,ENSG00000140525,FANCI,FA complementation group I,507.6533474,2.070924236,0.51603692,4.013131916,5.99E-05,0.001421199,Upregulated,,
220963,ENSG00000165449,SLC16A9,solute carrier family 16 member 9,164.8732476,2.067249051,0.631968425,3.271127117,0.001071197,0.012207342,Upregulated,,
50943,ENSG00000049768,FOXP3,forkhead box P3,68.61644453,2.066546467,0.459323289,4.499111015,6.82E-06,0.000253389,Upregulated,,
100462981,,MTRNR2L2,MT-RNR2 like 2 (pseudogene),13.92143317,2.063768208,0.52934235,3.898740023,9.67E-05,0.002079561,Upregulated,,
100130418,,CECR7,"cat eye syndrome chromosome region, candidate 7",44.33778728,2.058590119,0.696001471,2.957738175,0.003099052,0.025791459,Upregulated,,
340706,ENSG00000165816,VWA2,von Willebrand factor A domain containing 2,1299.191167,2.052487152,0.57264399,3.584228926,0.000338075,0.005180602,Upregulated,,
728963,,RPS15AP10,ribosomal protein S15a pseudogene 10,30.53530504,2.051549338,0.497381783,4.12469738,3.71E-05,0.000989378,Upregulated,,
51283,ENSG00000103429,BFAR,bifunctional apoptosis regulator,18.27743785,2.047680623,0.681832482,3.003201925,0.002671551,0.023092496,Upregulated,,
3159,ENSG00000137309,HMGA1,high mobility group AT-hook 1,2584.596258,2.040918393,0.759041749,2.68880914,0.007170741,0.046030629,Upregulated,,
1663,ENSG00000013573,DDX11,DEAD/H-box helicase 11,509.8679907,2.039060323,0.478749764,4.259135929,2.05E-05,0.000618868,Upregulated,,
8908,ENSG00000056998,GYG2,glycogenin 2,103.7832337,2.035647331,0.501625123,4.058104825,4.95E-05,0.001226239,Upregulated,,
116372,ENSG00000150551,LYPD1,LY6/PLAUR domain containing 1,14.6638376,2.031582829,0.475091485,4.276192884,1.90E-05,0.000582662,Upregulated,,
57047,ENSG00000163746,PLSCR2,phospholipid scramblase 2,17.69413697,2.029249787,0.709258039,2.861088171,0.004221896,0.031928291,Upregulated,,
135398,ENSG00000197261,C6orf141,chromosome 6 open reading frame 141,170.6931066,2.028034349,0.590890868,3.432163973,0.000598785,0.007921514,Upregulated,,
6424,ENSG00000106483,SFRP4,secreted frizzled related protein 4,1271.313904,2.027128802,0.533822395,3.797384336,0.000146231,0.002865942,Upregulated,,
55379,ENSG00000108829,LRRC59,leucine rich repeat containing 59,2736.230289,1.002641906,0.36071887,2.779565999,0.005443159,0.03777823,Upregulated,Yes,
115265,ENSG00000145358,DDIT4L,DNA damage inducible transcript 4 like,98.03766913,2.018300921,0.573268821,3.520688459,0.000430428,0.006216283,Upregulated,,
81607,ENSG00000143217,NECTIN4,nectin cell adhesion molecule 4,495.1064547,2.01800224,0.625953977,3.223882768,0.001264652,0.013628683,Upregulated,,
5050,ENSG00000079462,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3,221.9687106,2.017883398,0.473795192,4.258978208,2.05E-05,0.000618868,Upregulated,,
9585,ENSG00000138182,KIF20B,kinesin family member 20B,349.8857807,2.01712995,0.607305981,3.321439296,0.000895545,0.010671727,Upregulated,,
63910,ENSG00000101194,SLC17A9,solute carrier family 17 member 9,625.7092975,2.011204865,0.48242606,4.168939103,3.06E-05,0.000859502,Upregulated,,
388906,,OGFRP1,opioid growth factor receptor pseudogene 1,8.460143065,2.009811263,0.589970333,3.406631066,0.0006577,0.008529448,Upregulated,,
80119,ENSG00000140451,PIF1,PIF1 5'-to-3' DNA helicase,68.37876349,2.009734414,0.489713203,4.103900821,4.06E-05,0.001058524,Upregulated,,
100126791,ENSG00000235947,EGOT,eosinophil granule ontogeny transcript,6.146172858,2.009232998,0.608439302,3.302273525,0.000959045,0.01125784,Upregulated,,
151246,ENSG00000163535,SGO2,shugoshin 2,200.0258011,2.008202249,0.572069688,3.510415409,0.000447407,0.006409043,Upregulated,,
65108,ENSG00000175130,MARCKSL1,MARCKS like 1,1580.378555,1.603712866,0.406464622,3.945516481,7.96E-05,0.001787133,Upregulated,Yes,
127707,ENSG00000179023,KLHDC7A,kelch domain containing 7A,250.1601884,1.997168516,0.737418718,2.708323598,0.006762405,0.044181789,Upregulated,,
24,ENSG00000198691,ABCA4,ATP binding cassette subfamily A member 4,66.1880855,1.996244993,0.553406398,3.607195363,0.000309525,0.004892693,Upregulated,,
85415,ENSG00000131941,RHPN2,rhophilin Rho GTPase binding protein 2,563.3311611,1.995450194,0.588706266,3.389551478,0.000700071,0.008961108,Upregulated,,
101927770,,ZNF217-AS1,ZNF217 antisense RNA 1,66.9198324,1.990415551,0.427837395,4.65227111,3.28E-06,0.000142136,Upregulated,,
286827,ENSG00000213186,TRIM59,tripartite motif containing 59,273.0252061,1.988000854,0.568791381,3.495131821,0.000473828,0.006654057,Upregulated,,
94161,ENSG00000200913,SNORD46,"small nucleolar RNA, C/D box 46",10.02093129,1.983461461,0.50802883,3.904230122,9.45E-05,0.002044005,Upregulated,,
285180,ENSG00000188282,RUFY4,RUN and FYVE domain containing 4,30.66591898,1.975686072,0.587268695,3.364194428,0.000767674,0.009557434,Upregulated,,
26059,ENSG00000187672,ERC2,ELKS/RAB6-interacting/CAST family member 2,21.67431994,1.97436791,0.736926008,2.679194231,0.007379957,0.047050628,Upregulated,,
256714,ENSG00000184368,MAP7D2,MAP7 domain containing 2,42.72754509,1.973632059,0.636886828,3.098874043,0.001942576,0.018412685,Upregulated,,
730101,ENSG00000291006,LOC730101,uncharacterized LOC730101,219.0156252,1.966332482,0.479026653,4.104849844,4.05E-05,0.00105836,Upregulated,,
342979,ENSG00000187867,PALM3,paralemmin 3,179.3123362,1.965369285,0.686873047,2.861328296,0.0042187,0.031916289,Upregulated,,
222663,ENSG00000146197,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3",214.6686271,1.961484825,0.560732822,3.498073856,0.000468631,0.006632756,Upregulated,,
84561,ENSG00000221955,SLC12A8,solute carrier family 12 member 8,362.4942257,1.953973795,0.497989635,3.923723821,8.72E-05,0.001906179,Upregulated,,
83959,ENSG00000088836,SLC4A11,solute carrier family 4 member 11,190.3174337,1.950234245,0.682608244,2.85703295,0.004276214,0.032252969,Upregulated,,
200634,ENSG00000157992,KRTCAP3,keratinocyte associated protein 3,450.4357467,1.949077303,0.662968351,2.939925112,0.003282916,0.026862011,Upregulated,,
83876,ENSG00000134042,MRO,maestro,32.95395224,1.948140388,0.710076612,2.743563658,0.006077626,0.040796632,Upregulated,,
376267,ENSG00000139998,RAB15,"RAB15, member RAS oncogene family",871.5004417,1.94667491,0.721086799,2.699640201,0.00694145,0.044934162,Upregulated,,
283038,ENSG00000228021,LOC283038,uncharacterized LOC283038,8.982466762,1.941811002,0.628681709,3.088702876,0.002010324,0.018920749,Upregulated,,
23213,ENSG00000137573,SULF1,sulfatase 1,2796.58227,1.938336779,0.707652331,2.739108874,0.006160597,0.041205039,Upregulated,,
5444,ENSG00000005421,PON1,paraoxonase 1,46.64829244,1.932217029,0.707131776,2.732470942,0.006286122,0.041898321,Upregulated,,
55472,ENSG00000279331,RBM12B-AS1,RBM12B antisense RNA 1,21.04316508,1.927557118,0.642630155,2.999481276,0.002704397,0.023303923,Upregulated,,
79075,ENSG00000136982,DSCC1,DNA replication and sister chromatid cohesion 1,161.677342,1.926003525,0.60646065,3.175809551,0.00149419,0.015445819,Upregulated,,
10609,ENSG00000141696,P3H4,prolyl 3-hydroxylase family member 4 (inactive),415.6244391,1.921357275,0.449252914,4.276783107,1.90E-05,0.000582019,Upregulated,,
5563,ENSG00000162409,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,516.7989872,1.921212839,0.695898326,2.760766575,0.005766588,0.039267055,Upregulated,,
100874111,ENSG00000229867,STEAP3-AS1,STEAP3 antisense RNA 1,16.57203186,1.913689146,0.481884894,3.971257808,7.15E-05,0.001640437,Upregulated,,
638,ENSG00000100290,BIK,BCL2 interacting killer,66.56664218,1.910492518,0.588912146,3.24410446,0.001178205,0.013025897,Upregulated,,
4237,ENSG00000117122,MFAP2,microfibril associated protein 2,298.2667626,1.910246366,0.490996244,3.890551891,0.000100016,0.002137098,Upregulated,,
25878,ENSG00000101825,MXRA5,matrix remodeling associated 5,2305.268342,1.908849431,0.671075924,2.844461203,0.00444866,0.033137673,Upregulated,,
9833,ENSG00000165304,MELK,maternal embryonic leucine zipper kinase,174.0290915,3.82268444,0.844362288,4.527303618,5.97E-06,0.000226502,Upregulated,yes,
4173,ENSG00000104738,MCM4,minichromosome maintenance complex component 4,963.1694809,1.906650773,0.4138945,4.606610558,4.09E-06,0.000170498,Upregulated,,
1111,ENSG00000149554,CHEK1,checkpoint kinase 1,205.7161488,1.905876416,0.527761492,3.611245694,0.00030473,0.00483399,Upregulated,,
105373382,,,,5.983084064,1.904877689,0.709736306,2.683923133,0.007276383,0.046528025,Upregulated,,
101928079,ENSG00000224081,SLC44A3-AS1,SLC44A3 antisense RNA 1,60.19571558,1.904818374,0.39843302,4.780774376,1.75E-06,8.67E-05,Upregulated,,
1290,ENSG00000204262,COL5A2,collagen type V alpha 2 chain,4486.949976,1.900518503,0.673625899,2.821326355,0.004782552,0.034699314,Upregulated,,
79094,ENSG00000128965,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,41.77831053,1.897562178,0.411662603,4.609508282,4.04E-06,0.000168493,Upregulated,,
899,ENSG00000162063,CCNF,cyclin F,228.5455317,1.894659476,0.483383476,3.919578496,8.87E-05,0.001926718,Upregulated,,
100289388,ENSG00000246174,KCTD21-AS1,KCTD21 antisense RNA 1,17.97818513,1.886962501,0.71074732,2.654899213,0.007933211,0.049600208,Upregulated,,
80168,ENSG00000166391,MOGAT2,monoacylglycerol O-acyltransferase 2,2.454570378,4.695646854,1.492847958,3.145428728,0.001658436,0.016483773,Upregulated,yes,
171169,ENSG00000177202,SPACA4,sperm acrosome associated 4,37.81746237,1.886220085,0.665763211,2.833169591,0.004608893,0.033910847,Upregulated,,
85366,ENSG00000101306,MYLK2,myosin light chain kinase 2,7.65718018,4.243363542,1.156194004,3.670113775,0.000242443,0.004101871,Upregulated,yes,
51514,ENSG00000143476,DTL,denticleless E3 ubiquitin protein ligase homolog,189.845181,1.882703287,0.681079426,2.764293287,0.005704624,0.038992412,Upregulated,,
27347,ENSG00000198648,STK39,serine/threonine kinase 39,1021.316811,1.875271863,0.508223604,3.689855898,0.000224381,0.003885811,Upregulated,,
57475,ENSG00000054690,PLEKHH1,"pleckstrin homology, MyTH4 and FERM domain containing H1",376.2501289,1.865197911,0.662157234,2.816850463,0.00484971,0.034943641,Upregulated,,
116028,ENSG00000175643,RMI2,RecQ mediated genome instability 2,92.57484859,1.8633997,0.607204661,3.068816526,0.002149085,0.019829787,Upregulated,,
677805,ENSG00000207145,SNORA18,"small nucleolar RNA, H/ACA box 18",69.59743903,1.863107661,0.333071569,5.593715696,2.22E-08,2.62E-06,Upregulated,,
55240,ENSG00000115107,STEAP3,STEAP3 metalloreductase,1594.96093,1.861080331,0.315865521,5.892002156,3.82E-09,6.88E-07,Upregulated,,
84536,ENSG00000183250,LINC01547,long intergenic non-protein coding RNA 1547,64.28683462,1.858314014,0.536128934,3.466169976,0.000527929,0.007210445,Upregulated,,
647121,ENSG00000291141,EMBP1,embigin pseudogene 1,29.97562912,1.855849671,0.596420427,3.11164673,0.00186047,0.01784773,Upregulated,,
10360,ENSG00000107833,NPM3,nucleophosmin/nucleoplasmin 3,223.4009208,1.852387336,0.470523379,3.936865666,8.26E-05,0.001831028,Upregulated,,
2175,ENSG00000187741,FANCA,FA complementation group A,277.6403588,1.851795915,0.38791857,4.773671739,1.81E-06,8.88E-05,Upregulated,,
5427,ENSG00000100479,POLE2,"DNA polymerase epsilon 2, accessory subunit",120.7250097,1.842444818,0.350050134,5.263374121,1.41E-07,1.18E-05,Upregulated,,
725,ENSG00000123843,C4BPB,complement component 4 binding protein beta,199.7467588,1.83997045,0.47249816,3.894132521,9.86E-05,0.002112609,Upregulated,,
145773,ENSG00000157470,FAM81A,family with sequence similarity 81 member A,92.40573998,1.837477466,0.598029873,3.072551303,0.002122373,0.01965674,Upregulated,,
84842,ENSG00000186603,HPDL,4-hydroxyphenylpyruvate dioxygenase like,13.17872913,1.836779636,0.643648167,2.853701341,0.004321314,0.032531255,Upregulated,,
9299,ENSG00000277846,SNORD30,"small nucleolar RNA, C/D box 30",9.457909821,1.834869321,0.584984562,3.136611529,0.001709124,0.016844047,Upregulated,,
196792,ENSG00000213185,FAM24B,family with sequence similarity 24 member B,50.96688784,1.834111467,0.518653139,3.536296857,0.000405778,0.005933762,Upregulated,,
81928,ENSG00000149679,CABLES2,Cdk5 and Abl enzyme substrate 2,351.3708766,1.833528621,0.579992206,3.161298724,0.001570673,0.015939038,Upregulated,,
1462,ENSG00000038427,VCAN,versican,6499.181261,1.832629586,0.577454039,3.173637144,0.001505418,0.01550436,Upregulated,,
284338,ENSG00000188368,PRR19,proline rich 19,11.54940411,1.832386621,0.624507882,2.934128892,0.003344853,0.027204711,Upregulated,,
29057,ENSG00000268350,FAM156A,family with sequence similarity 156 member A,13.73999606,1.829447926,0.41399379,4.41902263,9.91E-06,0.000338967,Upregulated,,
677807,ENSG00000206634,SNORA22,"small nucleolar RNA, H/ACA box 22",7.682721921,1.827298,0.556809597,3.281728635,0.001031728,0.011887358,Upregulated,,
389058,ENSG00000204335,SP5,Sp5 transcription factor,80.53508361,1.822297221,0.653225443,2.789691125,0.005275835,0.037084199,Upregulated,,
439990,ENSG00000237523,LINC00857,long intergenic non-protein coding RNA 857,44.2358849,1.820142236,0.460774063,3.950183795,7.81E-05,0.001759626,Upregulated,,
4831,ENSG00000243678,NME2,NME/NM23 nucleoside diphosphate kinase 2,116.7702118,1.818111762,0.357192876,5.090000062,3.58E-07,2.51E-05,Upregulated,,
9735,ENSG00000184445,KNTC1,kinetochore associated 1,731.6342423,1.8150856,0.390755349,4.645069111,3.40E-06,0.000145912,Upregulated,,
157574,ENSG00000214050,FBXO16,F-box protein 16,46.50443036,1.814745904,0.520336545,3.487638761,0.000487306,0.006790436,Upregulated,,
10518,ENSG00000136425,CIB2,calcium and integrin binding family member 2,75.18966859,1.814591309,0.590132069,3.074890191,0.002105801,0.019541546,Upregulated,,
728175,ENSG00000180712,LINC02363,long intergenic non-protein coding RNA 2363,15.48262925,1.813600923,0.593218251,3.057223747,0.002233975,0.020441846,Upregulated,,
6508,ENSG00000114923,SLC4A3,solute carrier family 4 member 3,124.6899053,1.812610493,0.667082268,2.717221816,0.006583247,0.043296586,Upregulated,,
79774,ENSG00000139835,GRTP1,growth hormone regulated TBC protein 1,234.4048935,1.812532723,0.674865899,2.68576724,0.007236348,0.046361727,Upregulated,,
165215,ENSG00000144369,FAM171B,family with sequence similarity 171 member B,446.2780681,1.812371924,0.485071843,3.736295869,0.000186751,0.00342561,Upregulated,,
91057,ENSG00000109881,CCDC34,coiled-coil domain containing 34,118.6902657,1.807647267,0.588982231,3.069103226,0.002147024,0.019819989,Upregulated,,
1869,ENSG00000101412,E2F1,E2F transcription factor 1,235.1778472,1.806678077,0.671864315,2.689051994,0.007165526,0.04601205,Upregulated,,
55808,ENSG00000070526,ST6GALNAC1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",717.2322999,1.805683341,0.637588901,2.832049521,0.004625069,0.03395427,Upregulated,,
84433,ENSG00000198286,CARD11,caspase recruitment domain family member 11,685.9264068,1.804942785,0.640519123,2.81793739,0.004833323,0.034901664,Upregulated,,
100128881,ENSG00000261373,VPS9D1-AS1,VPS9D1 antisense RNA 1,46.05311787,1.801658015,0.50211675,3.588125702,0.000333064,0.005119628,Upregulated,,
41,ENSG00000110881,ASIC1,acid sensing ion channel subunit 1,69.62870121,1.801604758,0.438160387,4.111747227,3.93E-05,0.001034047,Upregulated,,
79400,ENSG00000290203,NOX5,NADPH oxidase 5,30.9440109,3.162529018,1.03217537,3.063945439,0.002184387,0.020087347,Upregulated,Yes,
8645,ENSG00000164626,KCNK5,potassium two pore domain channel subfamily K member 5,824.425943,1.799808099,0.472993732,3.805141545,0.000141723,0.002793467,Upregulated,,
84000,ENSG00000137747,TMPRSS13,transmembrane serine protease 13,344.6773787,1.798799156,0.65965898,2.726862229,0.006393973,0.04237503,Upregulated,,
10606,ENSG00000128050,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,1715.703536,1.796335035,0.392788946,4.573283059,4.80E-06,0.000191564,Upregulated,,
9134,ENSG00000175305,CCNE2,cyclin E2,201.9844239,1.790418129,0.605921214,2.954869524,0.003128013,0.025926213,Upregulated,,
9297,,SNORD29,"small nucleolar RNA, C/D box 29",15.05212996,1.79026779,0.514550322,3.479286114,0.000502752,0.00694708,Upregulated,,
26011,ENSG00000149256,TENM4,teneurin transmembrane protein 4,239.9141257,1.78526316,0.566591715,3.150881159,0.001627787,0.016285262,Upregulated,,
79370,ENSG00000121380,BCL2L14,BCL2 like 14,48.27786854,1.780049143,0.631341168,2.819472627,0.004810263,0.034819749,Upregulated,,
29943,ENSG00000142623,PADI1,peptidyl arginine deiminase 1,18.47708937,4.332716662,1.066697847,4.061803139,4.87E-05,0.001211513,Upregulated,yes,
